"","X.1","X","StudyID","Obs.ID","DOI","DispersingAgent","DispersingAgent.SodiumHex","DispersingAgent.OtherSolution","DispersingAgent.GlassBeads","DispersingAgent.Sonication","DispersingAgent.Combo","FractionationMethod","FractionationMethod.Size","FractionationMethod.Density","FractionationMethod.SizeAndDensity","Continent","Continent.Africa","Continent.Asia","Continent.Australia","Continent.Europe","Continent.NorthAmerica","Continent.SouthAmerica","country","ResponseCalc","ResponseCalc.Direct","ResponseCalc.Indirect","rv.type","summed","rv","mean.control.in.g.kg.1","mean.treatment.in.g.kg.1","sd.control.in.g.kg..1","sd.treatment.in.g.kg.1","sd.imputed.in.g.kg.1","control.BD..Mg.m.3.","treat.BD..Mg.m.3.","mean.control.in.Mg.ha.1","mean.treatment.in.Mg.ha.1","sd.control.in.Mg.ha.1","sd.treatment.in.Mg.ha.1","sd.imputed.in.Mg.ha.1","depth.upper.limit..cm.","depth.lower.limit..cm.","depth.type","depth.surface","depth.subsoil","depth.deepsoil","soilorder","soilorder.Alfisols","soilorder.Inceptisols","soilorder.Mollisols","soilorder.Oxisols","soilorder.Spodosols","soilorder.Ultisols","Baseline.depth..cm.","Baseline...sand","Baseline...silt","Baseline...clay","Baseline.TOC..","Baseline.pH","pH.method","SoilCollectionSeason","SoilCollectionSeason.spring","SoilCollectionSeason.summer","SoilCollectionSeason.fall","SoilCollectionSeason.winter","location.name","lat.decimal","long.decimal","maincrop","maincrop.cereal","maincrop.legume","maincrop.cereallegume","maincrop.otherrowcrop","maincrop.perennial","number.of.crop.species.in.control","cover.crop.added","ccadded.grass","ccadded.legume","ccadded.grasslegume","ccadded.brassica","ccadded.grassbrassica","ccadded.legumebrassica","ccadded.grasslegumebrassica","total.C.inputs.cover.crops..Mg.ha.1.yr.1.","bg.C.inputs.cover.crops..Mg.ha.1.yr.1.","ag.C.inputs.cover.crops..Mg.ha.1.yr.1.","ag.C.inputs.fallow..Mg.ha.1.yr.1.","ccseason","ccseason.spring","ccseason.summer","ccseason.fall","ccseason.winter","ccseason.yearround","number.crop.species.added","duration..yr.","reps","tillage","tillage.conventional","tillage.reducednotill","N.fertilization.rate..kg.ha.1.yr.1.","N.type","residue.removal....","logRR.type","logRR","percent.change","var","Further.notes","Further.notes.2","Temp","Prec","comp","depth","maincrop.category","cropping.system","cover.crop.category","cover.crop","sand","silt","clay","toc","ph","species.added","ag.C.inputs","duration","nfert","StudyNum"
"501",565,782,"Mott",799,"10.1080/00103620701663065","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"North America",0,0,0,0,1,0,"USA","direct",1,0,"pom fraction",0,"POC",201,215,21.96536979,23.49529604,1,NA,NA,NA,NA,NA,NA,NA,3,6,"surface",1,0,0,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"spring",1,0,0,0,"Alabama Agriculture Experiment Station",34.6916667,-86.89027778,"cotton",0,0,0,1,0,1,"wheat",1,0,0,0,0,0,0,NA,NA,NA,NA,"winter","0","0",0,"1","0",1,21,4,"conventional",1,0,80,"inorganic",NA,"gkg",0.067,7,0.0059711,"","",15.3,1423,"cc vs. fallow","surface","other row crop","other row crop","grass","grass",NA,NA,NA,NA,NA,1,NA,21,80,4
"502",566,783,"Mott",800,"10.1080/00103620701663065","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"North America",0,0,0,0,1,0,"USA","direct",1,0,"pom fraction",0,"POC",167,193,18.2498346,21.09112621,1,NA,NA,NA,NA,NA,NA,NA,3,6,"surface",1,0,0,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"spring",1,0,0,0,"Alabama Agriculture Experiment Station",34.6916667,-86.89027778,"cotton",0,0,0,1,0,1,"wheat",1,0,0,0,0,0,0,NA,NA,NA,NA,"winter","0","0",0,"1","0",1,9,4,"reduced or no-till",0,1,80,"inorganic",NA,"gkg",0.145,16,0.0059711,"","",15.3,1423,"cc vs. fallow","surface","other row crop","other row crop","grass","grass",NA,NA,NA,NA,NA,1,NA,9,80,4
"508",572,789,"Baye09",111,"10.1080/00103620902820365","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Brazil","direct",1,0,"pom fraction",0,"POC",0.3355704698,0.2906976744,0.03667129084,0.03176757172,NA,1.49,1.72,NA,NA,NA,NA,NA,5,7.5,"surface",1,0,0,"Ultisols",0,0,0,0,0,1,"0-20",66,25.3,8.7,NA,NA,NA,"spring",1,0,0,0,"Santa Maria, Rio Grande do Sul",-29.75,-53.7,"corn",1,0,0,0,0,1,"oat, vetch",0,0,1,0,0,0,0,NA,NA,1.69,0.72,"winter","0","0",0,"1","0",2,8,2,"reduced or no-till",0,1,NA,NA,NA,"gkg",-0.144,-13,0.0119422,"","",19.4,1654,"cc vs. fallow","surface","cereal","cereal","grass+legume","grass+legume",66,25.3,8.7,NA,NA,2,1.69,8,NA,2
"509",573,790,"Baye09",112,"10.1080/00103620902820365","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Brazil","direct",1,0,"pom fraction",0,"POC",0.3355704698,0.4402515723,0.03667129084,0.04811088848,NA,1.49,1.59,NA,NA,NA,NA,NA,5,7.5,"surface",1,0,0,"Ultisols",0,0,0,0,0,1,"0-20",66,25.3,8.7,NA,NA,NA,"spring",1,0,0,0,"Santa Maria, Rio Grande do Sul",-29.75,-53.7,"corn",1,0,0,0,0,1,"ryegrass, vetch",0,0,1,0,0,0,0,NA,NA,1.35,0.72,"winter","0","0",0,"1","0",2,8,2,"reduced or no-till",0,1,NA,NA,NA,"gkg",0.272,31,0.0119422,"","",19.4,1654,"cc vs. fallow","surface","cereal","cereal","grass+legume","grass+legume",66,25.3,8.7,NA,NA,2,1.35,8,NA,2
"510",574,791,"Baye09",113,"10.1080/00103620902820365","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Brazil","direct",1,0,"pom fraction",0,"POC",0.3355704698,0.3571428571,0.03667129084,0.03902873096,NA,1.49,1.68,NA,NA,NA,NA,NA,5,7.5,"surface",1,0,0,"Ultisols",0,0,0,0,0,1,"0-20",66,25.3,8.7,NA,NA,NA,"spring",1,0,0,0,"Santa Maria, Rio Grande do Sul",-29.75,-53.7,"corn",1,0,0,0,0,1,"mucuna",0,1,0,0,0,0,0,NA,NA,2,0.72,"summer","0","1",0,"0","0",1,8,2,"reduced or no-till",0,1,NA,NA,NA,"gkg",0.062,6,0.0119422,"","",19.4,1654,"cc vs. fallow","surface","cereal","cereal","legume","legume",66,25.3,8.7,NA,NA,1,2,8,NA,2
"535",603,822,"Balb",21,"10.1590/S0100-204X2011001000032","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Brazil","direct",1,0,"pom fraction",0,"POC",43.5,52.37,4.753699431,5.723016994,1,1.07,1.07,NA,NA,NA,NA,NA,5,10,"surface",1,0,0,"Inceptisols",0,1,0,0,0,0,"0-20",5,44.4,50.6,2.87,5.25,NA,"spring",1,0,0,0,"North Plateau of Santa Catarina State",-26.4833333,-50.4,"corn-common bean-soybean",0,0,1,0,0,3,"black oat, ryegrass, vetch ",0,0,1,0,0,0,0,NA,NA,1.996875,NA,"winter","0","0",0,"1","0",3,4,3,"reduced or no-till",0,1,0,NA,NA,"gkg",0.186,20,0.0079615,"","",16.7,1495,"cc vs. fallow","surface","cereal+legume","cereal+legume","grass+legume","grass+legume",5,44.4,50.6,2.87,5.25,3,1.996875,4,0,17
"536",604,823,"Balb",22,"10.1590/S0100-204X2011001000032","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Brazil","direct",1,0,"pom fraction",0,"POC",43.5,50.35,4.753699431,5.502270491,1,1.07,1.04,NA,NA,NA,NA,NA,5,10,"surface",1,0,0,"Inceptisols",0,1,0,0,0,0,"0-20",5,44.4,50.6,2.87,5.25,NA,"spring",1,0,0,0,"North Plateau of Santa Catarina State",-26.4833333,-50.4,"corn-common bean-soybean",0,0,1,0,0,3,"oilseed radish",0,0,0,1,0,0,0,NA,NA,1.17225,NA,"winter","0","0",0,"1","0",1,4,3,"reduced or no-till",0,1,0,NA,NA,"gkg",0.146,16,0.0079615,"","",16.7,1495,"cc vs. fallow","surface","cereal+legume","cereal+legume","brassica","brassica",5,44.4,50.6,2.87,5.25,1,1.17225,4,0,17
"537",605,824,"Belt21",192,"10.1002/saj2.20257","other solution",0,1,0,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Argentina","direct",1,0,"pom fraction",1,"POC",NA,NA,NA,NA,NA,NA,NA,0.711,0.984,0.04387822776,0.06072598609,1,5,10,"surface",1,0,0,"Mollisols",0,0,1,0,0,0,NA,54.5,26.9,18.6,NA,5.6,"water","spring",1,0,0,0,"Villegas coarse textured soil",-34.9,-62.06666667,"soybean",0,1,0,0,0,1,"rye",1,0,0,0,0,0,0,NA,NA,2.01,NA,"winter","0","0",0,"1","0",1,8,3,"reduced or no-till",0,1,NA,NA,NA,"mgha",0.325,38,0.002539,"","",15.7,833,"cc vs. fallow","surface","legume","legume","grass","grass",54.5,26.9,18.6,NA,5.6,1,2.01,8,NA,5
"538",606,825,"Belt21",193,"10.1002/saj2.20257","other solution",0,1,0,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Argentina","direct",1,0,"pom fraction",1,"POC",NA,NA,NA,NA,NA,NA,NA,2.984,2.875,0.1841527871,0.1774260264,1,5,10,"surface",1,0,0,"Mollisols",0,0,1,0,0,0,NA,23.6,56.9,19.5,NA,5.7,"water","spring",1,0,0,0,"Balcarce fine-textured soil with high temperature and rainfall",-37.75,-58.25,"soybean",0,1,0,0,0,1,"oat",1,0,0,0,0,0,0,NA,NA,1.96,NA,"winter","0","0",0,"1","0",1,8,3,"reduced or no-till",0,1,NA,NA,NA,"mgha",-0.037,-4,0.002539,"","",14,827,"cc vs. fallow","surface","legume","legume","grass","grass",23.6,56.9,19.5,NA,5.7,1,1.96,8,NA,5
"539",607,826,"Belt21",194,"10.1002/saj2.20257","other solution",0,1,0,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Argentina","direct",1,0,"pom fraction",1,"POC",NA,NA,NA,NA,NA,NA,NA,1.842,2.015,0.1136760837,0.124352502,1,5,10,"surface",1,0,0,"Mollisols",0,0,1,0,0,0,NA,8.3,70.8,20.9,NA,6,"water","spring",1,0,0,0,"Oliveros fine-textured soil with low temperature and rainfall",-32.5333333,-60.86666667,"soybean",0,1,0,0,0,1,"wheat",1,0,0,0,0,0,0,NA,NA,1.58,NA,"winter","0","0",0,"1","0",1,8,3,"reduced or no-till",0,1,NA,NA,NA,"mgha",0.09,9,0.002539,"","",17.4,993,"cc vs. fallow","surface","legume","legume","grass","grass",8.3,70.8,20.9,NA,6,1,1.58,8,NA,5
"540",608,827,"Cast",217,"10.2136/vzj2014.07.0093","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Brazil","direct",1,0,"pom fraction",0,"POC",3.39,3.53,0.3704607143,0.3857599769,1,NA,NA,NA,NA,NA,NA,NA,5,10,"surface",1,0,0,"Alfisols",1,0,0,0,0,0,"0-20",46.9,9.1,44,NA,4.2,"CaCl2","spring",1,0,0,0,"Botucatu",-22.8,-48.41666667,"soybean, corn, rice",0,0,1,0,0,3,"pearl millet, pigeon pea, sunn hemp, lupine bean",0,0,1,0,0,0,0,NA,NA,NA,NA,"winter","0","0",0,"1","0",4,5,8,"reduced or no-till",0,1,NA,NA,NA,"gkg",0.04,4,0.0029856,"","",20.6,1283,"cc vs. fallow","surface","cereal+legume","cereal+legume","grass+legume","grass+legume",46.9,9.1,44,NA,4.2,4,NA,5,NA,6
"541",613,832,"Duva",417,"10.1016/j.still.2016.04.006","glass beads",0,0,1,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Argentina","direct",1,0,"pom fraction",1,"POC",1.377,1.49,0.07523958755,0.08141393279,1,1.33,1.33,NA,NA,NA,NA,NA,5,10,"surface",1,0,0,"Mollisols",0,0,1,0,0,0,"0-25",10.2,69.9,19.9,1.66,NA,NA,NA,0,0,0,0,"Santa Fe",-32.9558333,-61.305,"soybean",0,1,0,0,0,1,"wheat",1,0,0,0,0,0,0,NA,NA,3.25,NA,"winter","0","0",0,"1","0",1,5,3,"reduced or no-till",0,1,0,NA,NA,"gkg",0.079,8,0.0019904,"wheat and oat fertilized with 51 kg N ha-1 as urea","",16.8,927,"cc vs. fallow","surface","legume","legume","grass","grass",10.2,69.9,19.9,1.66,NA,1,3.25,5,0,7
"542",614,833,"Duva",418,"10.1016/j.still.2016.04.006","glass beads",0,0,1,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Argentina","direct",1,0,"pom fraction",1,"POC",1.377,1.376,0.07523958755,0.07518494733,1,1.33,1.33,NA,NA,NA,NA,NA,5,10,"surface",1,0,0,"Mollisols",0,0,1,0,0,0,"0-25",10.2,69.9,19.9,1.66,NA,NA,NA,0,0,0,0,"Santa Fe",-32.9558333,-61.305,"soybean",0,1,0,0,0,1,"oat",1,0,0,0,0,0,0,NA,NA,3.27,NA,"winter","0","0",0,"1","0",1,5,3,"reduced or no-till",0,1,0,NA,NA,"gkg",-0.001,0,0.0019904,"wheat and oat fertilized with 51 kg N ha-1 as urea","",16.8,927,"cc vs. fallow","surface","legume","legume","grass","grass",10.2,69.9,19.9,1.66,NA,1,3.27,5,0,7
"543",615,834,"Duva",419,"10.1016/j.still.2016.04.006","glass beads",0,0,1,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Argentina","direct",1,0,"pom fraction",1,"POC",1.377,1.483,0.07523958755,0.08103145123,1,1.33,1.33,NA,NA,NA,NA,NA,5,10,"surface",1,0,0,"Mollisols",0,0,1,0,0,0,"0-25",10.2,69.9,19.9,1.66,NA,NA,NA,0,0,0,0,"Santa Fe",-32.9558333,-61.305,"soybean",0,1,0,0,0,1,"oat, vetch",0,0,1,0,0,0,0,NA,NA,2.68,NA,"winter","0","0",0,"1","0",2,5,3,"reduced or no-till",0,1,0,NA,NA,"gkg",0.074,8,0.0019904,"wheat and oat fertilized with 51 kg N ha-1 as urea","",16.8,927,"cc vs. fallow","surface","legume","legume","grass+legume","grass+legume",10.2,69.9,19.9,1.66,NA,2,2.68,5,0,7
"544",616,835,"Duva",420,"10.1016/j.still.2016.04.006","glass beads",0,0,1,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Argentina","direct",1,0,"pom fraction",1,"POC",1.377,1.318,0.07523958755,0.07201581438,1,1.33,1.33,NA,NA,NA,NA,NA,5,10,"surface",1,0,0,"Mollisols",0,0,1,0,0,0,"0-25",10.2,69.9,19.9,1.66,NA,NA,NA,0,0,0,0,"Santa Fe",-32.9558333,-61.305,"soybean",0,1,0,0,0,1,"vetch",0,1,0,0,0,0,0,NA,NA,1.75,NA,"winter","0","0",0,"1","0",1,5,3,"reduced or no-till",0,1,0,NA,NA,"gkg",-0.044,-4,0.0019904,"wheat and oat fertilized with 51 kg N ha-1 as urea","",16.8,927,"cc vs. fallow","surface","legume","legume","legume","legume",10.2,69.9,19.9,1.66,NA,1,1.75,5,0,7
"545",617,836,"Garc13",512,"10.2136/sssaj2012.0310","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Brazil","direct",1,0,"pom fraction",0,"POC",1.08,2.25,0.1180228824,0.2458810051,1,1.39,1.36,NA,NA,NA,NA,NA,5,10,"surface",1,0,0,"Oxisols",0,0,0,1,0,0,"0-20",46.2,9.95,43.85,1.81,5.3,"CaCl2","spring",1,0,0,0,"Botucatu",-22.8166667,-48.41666639,"soybean",0,1,0,0,0,1,"sorghum-sudangrass",1,0,0,0,0,0,0,NA,NA,2.8305,NA,"spring","1","0",0,"0","0",2,3,12,"reduced or no-till",0,1,0,NA,NA,"gkg",0.734,108,0.0019904,"","",20.6,1283,"cc vs. fallow","surface","legume","legume","grass","grass",46.2,9.95,43.85,1.81,5.3,2,2.8305,3,0,20
"546",618,837,"Garc13",513,"10.2136/sssaj2012.0310","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Brazil","direct",1,0,"pom fraction",0,"POC",1.08,1.34,0.1180228824,0.1464357986,1,1.39,1.36,NA,NA,NA,NA,NA,5,10,"surface",1,0,0,"Oxisols",0,0,0,1,0,0,"0-20",46.2,9.95,43.85,1.81,5.3,"CaCl2","spring",1,0,0,0,"Botucatu",-22.8166667,-48.41666639,"soybean",0,1,0,0,0,1,"sunhemp",0,1,0,0,0,0,0,NA,NA,1.19475,NA,"spring","1","0",0,"0","0",1,3,12,"reduced or no-till",0,1,0,NA,NA,"gkg",0.216,24,0.0019904,"","",20.6,1283,"cc vs. fallow","surface","legume","legume","legume","legume",46.2,9.95,43.85,1.81,5.3,1,1.19475,3,0,20
"547",619,838,"Garc13",514,"10.2136/sssaj2012.0310","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Brazil","direct",1,0,"pom fraction",0,"POC",1.08,2.35,0.1180228824,0.2568090497,1,1.39,1.36,NA,NA,NA,NA,NA,5,10,"surface",1,0,0,"Oxisols",0,0,0,1,0,0,"0-20",46.2,9.95,43.85,1.81,5.3,"CaCl2","spring",1,0,0,0,"Botucatu",-22.8166667,-48.41666639,"soybean",0,1,0,0,0,1,"millet",1,0,0,0,0,0,0,NA,NA,3.132,NA,"spring","1","0",0,"0","0",1,3,12,"reduced or no-till",0,1,0,NA,NA,"gkg",0.777,118,0.0019904,"","",20.6,1283,"cc vs. fallow","surface","legume","legume","grass","grass",46.2,9.95,43.85,1.81,5.3,1,3.132,3,0,20
"548",620,839,"Garc18",526,"10.1016/j.scitotenv.2017.11.240","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"Europe",0,0,0,1,0,0,"Spain","direct",1,0,"pom fraction",0,"POC",3.089155474,2.351549296,0.3375842902,0.2569783575,1,1.37,1.42,2.1160715,1.6696,NA,NA,NA,5,10,"surface",1,0,0,"Alfisols",1,0,0,0,0,0,NA,49,24.13,26.88,0.69,NA,NA,"summer",0,1,0,0,"Belmonte de Tajo",40.2552778,-3.335277778,"grapevine",0,0,0,0,1,1,"brachypodium",1,0,0,0,0,0,0,NA,NA,NA,NA,"year-round","0","0",0,"0","1",1,3,12,"reduced or no-till",0,1,NA,NA,NA,"gkg",-0.273,-24,0.0019904,"","",13.7,440,"cc vs. fallow","surface","perennial","perennial","grass","grass",49,24.13,26.88,0.69,NA,1,NA,3,NA,8
"549",621,840,"Guim",546,"10.1016/j.still.2020.104863","other solution",0,1,0,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Brazil","direct",1,0,"pom fraction",0,"POC",0.96,1.52,0.1049092288,0.166106279,1,1.3366693,1.3359134,NA,NA,NA,NA,NA,5,10,"surface",1,0,0,"Inceptisols",0,1,0,0,0,0,"0-20",40.75,19.5,39.75,1.06,5.35,NA,"winter",0,0,0,1,"Lavras",-21.2393889,-44.96905556,"olive",0,0,0,0,1,1,"jack bean",0,1,0,0,0,0,0,NA,NA,NA,NA,"year-round","0","0",0,"0","1",1,3,3,NA,0,0,31.26,"inorganic",NA,"gkg",0.46,58,0.0079615,"","",20,1519,"cc vs. fallow","surface","perennial","perennial","legume","legume",40.75,19.5,39.75,1.06,5.35,1,NA,3,31.26,21
"550",622,841,"Guim",547,"10.1016/j.still.2020.104863","other solution",0,1,0,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Brazil","direct",1,0,"pom fraction",0,"POC",0.96,1.57,0.1049092288,0.1715703013,1,1.3366693,1.325188,NA,NA,NA,NA,NA,5,10,"surface",1,0,0,"Inceptisols",0,1,0,0,0,0,"0-20",40.75,19.5,39.75,1.06,5.35,NA,"winter",0,0,0,1,"Lavras",-21.2393889,-44.96905556,"olive",0,0,0,0,1,1,"pearl millet, brown hemp",0,0,1,0,0,0,0,NA,NA,NA,NA,"year-round","0","0",0,"0","1",2,3,3,NA,0,0,31.26,"inorganic",NA,"gkg",0.492,64,0.0079615,"","",20,1519,"cc vs. fallow","surface","perennial","perennial","grass+legume","grass+legume",40.75,19.5,39.75,1.06,5.35,2,NA,3,31.26,21
"551",623,842,"Hang",572,"10.1016/j.still.2007.06.004","other solution",0,1,0,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Argentina","direct",1,0,"pom fraction",1,"POC",0.15,0.16,0.008196033503,0.008742435736,1,NA,NA,NA,NA,NA,NA,NA,5,10,"surface",1,0,0,"Mollisols",0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,"Manfredi Experimental station",-31.8166667,-63.6,"soybean",0,1,0,0,0,1,"oat",1,0,0,0,0,0,0,NA,NA,NA,NA,"winter","0","0",0,"1","0",1,NA,3,"reduced or no-till",0,1,NA,NA,NA,"gkg",0.065,7,0.0019904,"","",17.2,794,"cc vs. fallow","surface","legume","legume","grass","grass",NA,NA,NA,NA,NA,1,NA,NA,NA,9
"552",624,843,"Hang",573,"10.1016/j.still.2007.06.004","other solution",0,1,0,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Argentina","direct",1,0,"pom fraction",1,"POC",0.15,0.13,0.008196033503,0.007103229036,1,NA,NA,NA,NA,NA,NA,NA,5,10,"surface",1,0,0,"Mollisols",0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,"Manfredi Experimental station",-31.8166667,-63.6,"soybean, corn",0,0,1,0,0,2,"oat",1,0,0,0,0,0,0,NA,NA,NA,NA,"winter","0","0",0,"1","0",1,NA,3,"reduced or no-till",0,1,NA,NA,NA,"gkg",-0.143,-13,0.0019904,"","",17.2,794,"cc vs. fallow","surface","cereal+legume","cereal+legume","grass","grass",NA,NA,NA,NA,NA,1,NA,NA,NA,9
"553",625,844,"Mart",767,"10.1111/sum.12547","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Argentina","indirect",0,1,"pom fraction",0,"POC",2.871762707,3.276691729,0.3138275114,0.3580783359,1,1.33,1.33,1.9097222,2.179,NA,NA,NA,5,10,"surface",1,0,0,"Mollisols",0,0,1,0,0,0,"0-20",NA,NA,NA,1.52,5.8,"water","fall",0,0,1,0,"Santa Fe",-33.25,-61.55,"soybean",0,1,0,0,0,1,"triticale",1,0,0,0,0,0,0,4.175,NA,NA,NA,"winter","0","0",0,"1","0",1,4,3,"reduced or no-till",0,1,0,NA,NA,"gkg",0.132,14,0.0079615,"","",16.5,885,"cc vs. fallow","surface","legume","legume","grass","grass",NA,NA,NA,1.52,5.8,1,NA,4,0,10
"554",626,845,"Mart",768,"10.1111/sum.12547","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Argentina","indirect",0,1,"pom fraction",0,"POC",7.108486614,7.007874016,0.7768185926,0.7658236029,1,1.27,1.27,4.513889,0.6014061455,NA,NA,NA,5,10,"surface",1,0,0,"Mollisols",0,0,1,0,0,0,"0-20",NA,NA,NA,2.67,5.4,"water","fall",0,0,1,0,"Balcarce",-37.75,-58.3,"soybean",0,1,0,0,0,1,"oats",1,0,0,0,0,0,0,1.95,NA,NA,NA,"winter","0","0",0,"1","0",1,4,3,"reduced or no-till",0,1,0,NA,NA,"gkg",-0.014,-1,0.0079615,"","",14,827,"cc vs. fallow","surface","legume","legume","grass","grass",NA,NA,NA,2.67,5.4,1,NA,4,0,10
"555",627,846,"Nasc",854,"10.1016/j.still.2013.02.008","other solution",0,1,0,0,0,"density",0,1,0,"South America",0,0,0,0,0,1,"Brazil","indirect",0,1,"pom fraction",0,"POC",4.27,3.63,0.4666275074,0.3966880215,1,NA,NA,NA,NA,NA,NA,NA,5,10,"surface",1,0,0,NA,0,0,0,0,0,0,"0-20",NA,NA,NA,1.04,6.25,"water","fall",0,0,1,0,"Santo Antonio de Goias",-16.45,-49.28333333,"rice",1,0,0,0,0,1,"Panicum maximum",1,0,0,0,0,0,0,NA,NA,NA,NA,"year-round","0","0",0,"0","1",1,2,3,"reduced or no-till",0,1,55,"organic",NA,"gkg",-0.162,-15,0.0079615,"","",22.8,1442,"cc vs. fallow","surface","cereal","cereal","grass","grass",NA,NA,NA,1.04,6.25,1,NA,2,55,11
"556",628,847,"Nasc",855,"10.1016/j.still.2013.02.008","other solution",0,1,0,0,0,"density",0,1,0,"South America",0,0,0,0,0,1,"Brazil","indirect",0,1,"pom fraction",0,"POC",4.27,3.43,0.4666275074,0.3748319322,1,NA,NA,NA,NA,NA,NA,NA,5,10,"surface",1,0,0,NA,0,0,0,0,0,0,"0-20",NA,NA,NA,1.04,6.25,"water","fall",0,0,1,0,"Santo Antonio de Goias",-16.45,-49.28333333,"rice",1,0,0,0,0,1,"Brachiaria ruziziensis",1,0,0,0,0,0,0,NA,NA,NA,NA,"year-round","0","0",0,"0","1",1,2,3,"reduced or no-till",0,1,55,"organic",NA,"gkg",-0.219,-20,0.0079615,"","",22.8,1442,"cc vs. fallow","surface","cereal","cereal","grass","grass",NA,NA,NA,1.04,6.25,1,NA,2,55,11
"557",629,848,"Nasc",856,"10.1016/j.still.2013.02.008","other solution",0,1,0,0,0,"density",0,1,0,"South America",0,0,0,0,0,1,"Brazil","indirect",0,1,"pom fraction",0,"POC",4.27,4.3,0.4666275074,0.4699059208,1,NA,NA,NA,NA,NA,NA,NA,5,10,"surface",1,0,0,NA,0,0,0,0,0,0,"0-20",NA,NA,NA,1.04,6.25,"water","fall",0,0,1,0,"Santo Antonio de Goias",-16.45,-49.28333333,"rice",1,0,0,0,0,1,"Brachiaria brizantha",1,0,0,0,0,0,0,NA,NA,NA,NA,"year-round","0","0",0,"0","1",1,2,3,"reduced or no-till",0,1,55,"organic",NA,"gkg",0.007,1,0.0079615,"","",22.8,1442,"cc vs. fallow","surface","cereal","cereal","grass","grass",NA,NA,NA,1.04,6.25,1,NA,2,55,11
"558",630,849,"Nasc",857,"10.1016/j.still.2013.02.008","other solution",0,1,0,0,0,"density",0,1,0,"South America",0,0,0,0,0,1,"Brazil","indirect",0,1,"pom fraction",0,"POC",4.27,4.3,0.4666275074,0.4699059208,1,NA,NA,NA,NA,NA,NA,NA,5,10,"surface",1,0,0,NA,0,0,0,0,0,0,"0-20",NA,NA,NA,1.04,6.25,"water","fall",0,0,1,0,"Santo Antonio de Goias",-16.45,-49.28333333,"rice",1,0,0,0,0,1,"millet",1,0,0,0,0,0,0,NA,NA,NA,NA,"year-round","0","0",0,"0","1",1,2,3,"reduced or no-till",0,1,55,"organic",NA,"gkg",0.007,1,0.0079615,"","",22.8,1442,"cc vs. fallow","surface","cereal","cereal","grass","grass",NA,NA,NA,1.04,6.25,1,NA,2,55,11
"559",631,850,"Nasc",858,"10.1016/j.still.2013.02.008","other solution",0,1,0,0,0,"density",0,1,0,"South America",0,0,0,0,0,1,"Brazil","indirect",0,1,"pom fraction",0,"POC",4.2,4.47,0.4589778761,0.4884835967,1,NA,NA,NA,NA,NA,NA,NA,5,10,"surface",1,0,0,NA,0,0,0,0,0,0,"0-20",NA,NA,NA,1.04,6.25,"water","fall",0,0,1,0,"Santo Antonio de Goias",-16.45,-49.28333333,"rice",1,0,0,0,0,1,"Brachiaria brizantha",1,0,0,0,0,0,0,NA,NA,NA,NA,"year-round","0","0",0,"0","1",1,2,3,"conventional",1,0,55,"organic",NA,"gkg",0.062,6,0.0079615,"","",22.8,1442,"cc vs. fallow","surface","cereal","cereal","grass","grass",NA,NA,NA,1.04,6.25,1,NA,2,55,11
