"","X.1","X","StudyID","Obs.ID","DOI","DispersingAgent","DispersingAgent.SodiumHex","DispersingAgent.OtherSolution","DispersingAgent.GlassBeads","DispersingAgent.Sonication","DispersingAgent.Combo","FractionationMethod","FractionationMethod.Size","FractionationMethod.Density","FractionationMethod.SizeAndDensity","Continent","Continent.Africa","Continent.Asia","Continent.Australia","Continent.Europe","Continent.NorthAmerica","Continent.SouthAmerica","country","ResponseCalc","ResponseCalc.Direct","ResponseCalc.Indirect","rv.type","summed","rv","mean.control.in.g.kg.1","mean.treatment.in.g.kg.1","sd.control.in.g.kg..1","sd.treatment.in.g.kg.1","sd.imputed.in.g.kg.1","control.BD..Mg.m.3.","treat.BD..Mg.m.3.","mean.control.in.Mg.ha.1","mean.treatment.in.Mg.ha.1","sd.control.in.Mg.ha.1","sd.treatment.in.Mg.ha.1","sd.imputed.in.Mg.ha.1","depth.upper.limit..cm.","depth.lower.limit..cm.","depth.type","depth.surface","depth.subsoil","depth.deepsoil","soilorder","soilorder.Alfisols","soilorder.Inceptisols","soilorder.Mollisols","soilorder.Oxisols","soilorder.Spodosols","soilorder.Ultisols","Baseline.depth..cm.","Baseline...sand","Baseline...silt","Baseline...clay","Baseline.TOC..","Baseline.pH","pH.method","SoilCollectionSeason","SoilCollectionSeason.spring","SoilCollectionSeason.summer","SoilCollectionSeason.fall","SoilCollectionSeason.winter","location.name","lat.decimal","long.decimal","maincrop","maincrop.cereal","maincrop.legume","maincrop.cereallegume","maincrop.otherrowcrop","maincrop.perennial","number.of.crop.species.in.control","cover.crop.added","ccadded.grass","ccadded.legume","ccadded.grasslegume","ccadded.brassica","ccadded.grassbrassica","ccadded.legumebrassica","ccadded.grasslegumebrassica","total.C.inputs.cover.crops..Mg.ha.1.yr.1.","bg.C.inputs.cover.crops..Mg.ha.1.yr.1.","ag.C.inputs.cover.crops..Mg.ha.1.yr.1.","ag.C.inputs.fallow..Mg.ha.1.yr.1.","ccseason","ccseason.spring","ccseason.summer","ccseason.fall","ccseason.winter","ccseason.yearround","number.crop.species.added","duration..yr.","reps","tillage","tillage.conventional","tillage.reducednotill","N.fertilization.rate..kg.ha.1.yr.1.","N.type","residue.removal....","logRR.type","logRR","percent.change","var","Further.notes","Further.notes.2","Temp","Prec","comp","depth","maincrop.category","cropping.system","cover.crop.category","cover.crop","sand","silt","clay","toc","ph","species.added","ag.C.inputs","duration","nfert","StudyNum"
"55",75,92,"Duva",414,"10.1016/j.still.2016.04.006","glass beads",0,0,1,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Argentina","direct",1,0,"pom fraction",1,"POC",4.63,6.98,0.2529842341,0.381388759,1,1.33,1.33,NA,NA,NA,NA,NA,0,5,"surface",1,0,0,"Mollisols",0,0,1,0,0,0,"0-25",10.2,69.9,19.9,1.66,NA,NA,NA,0,0,0,0,"Santa Fe",-32.9558333,-61.305,"soybean",0,1,0,0,0,1,"oat",1,0,0,0,0,0,0,NA,NA,3.27,NA,"winter","0","0",0,"1","0",1,5,3,"reduced or no-till",0,1,0,NA,NA,"gkg",0.41,51,0.0019904,"wheat and oat fertilized with 51 kg N ha-1 as urea","",16.8,927,"cc vs. fallow","surface","legume","legume","grass","grass",10.2,69.9,19.9,1.66,NA,1,3.27,5,0,7
"56",76,93,"Duva",415,"10.1016/j.still.2016.04.006","glass beads",0,0,1,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Argentina","direct",1,0,"pom fraction",1,"POC",4.63,7.6,0.2529842341,0.4152656975,1,1.33,1.33,NA,NA,NA,NA,NA,0,5,"surface",1,0,0,"Mollisols",0,0,1,0,0,0,"0-25",10.2,69.9,19.9,1.66,NA,NA,NA,0,0,0,0,"Santa Fe",-32.9558333,-61.305,"soybean",0,1,0,0,0,1,"oat, vetch",0,0,1,0,0,0,0,NA,NA,2.68,NA,"winter","0","0",0,"1","0",2,5,3,"reduced or no-till",0,1,0,NA,NA,"gkg",0.496,64,0.0019904,"wheat and oat fertilized with 51 kg N ha-1 as urea","",16.8,927,"cc vs. fallow","surface","legume","legume","grass+legume","grass+legume",10.2,69.9,19.9,1.66,NA,2,2.68,5,0,7
"57",77,94,"Duva",416,"10.1016/j.still.2016.04.006","glass beads",0,0,1,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Argentina","direct",1,0,"pom fraction",1,"POC",4.63,6.16,0.2529842341,0.3365837758,1,1.33,1.33,NA,NA,NA,NA,NA,0,5,"surface",1,0,0,"Mollisols",0,0,1,0,0,0,"0-25",10.2,69.9,19.9,1.66,NA,NA,NA,0,0,0,0,"Santa Fe",-32.9558333,-61.305,"soybean",0,1,0,0,0,1,"vetch",0,1,0,0,0,0,0,NA,NA,1.75,NA,"winter","0","0",0,"1","0",1,5,3,"reduced or no-till",0,1,0,NA,NA,"gkg",0.286,33,0.0019904,"wheat and oat fertilized with 51 kg N ha-1 as urea","",16.8,927,"cc vs. fallow","surface","legume","legume","legume","legume",10.2,69.9,19.9,1.66,NA,1,1.75,5,0,7
"58",78,95,"Garc13",509,"10.2136/sssaj2012.0310","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Brazil","direct",1,0,"pom fraction",0,"POC",3.87,5.89,0.4229153287,0.6436618311,1,1.33,1.29,NA,NA,NA,NA,NA,0,5,"surface",1,0,0,"Oxisols",0,0,0,1,0,0,"0-20",46.2,9.95,43.85,1.81,5.3,"CaCl2","spring",1,0,0,0,"Botucatu",-22.8166667,-48.41666639,"soybean",0,1,0,0,0,1,"sorghum-sudangrass",1,0,0,0,0,0,0,NA,NA,2.8305,NA,"spring","1","0",0,"0","0",2,3,12,"reduced or no-till",0,1,0,NA,NA,"gkg",0.42,52,0.0019904,"","",20.6,1283,"cc vs. fallow","surface","legume","legume","grass","grass",46.2,9.95,43.85,1.81,5.3,2,2.8305,3,0,20
"59",79,96,"Garc13",510,"10.2136/sssaj2012.0310","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Brazil","direct",1,0,"pom fraction",0,"POC",3.87,6.49,0.4229153287,0.7092300991,1,1.33,1.3,NA,NA,NA,NA,NA,0,5,"surface",1,0,0,"Oxisols",0,0,0,1,0,0,"0-20",46.2,9.95,43.85,1.81,5.3,"CaCl2","spring",1,0,0,0,"Botucatu",-22.8166667,-48.41666639,"soybean",0,1,0,0,0,1,"sunhemp",0,1,0,0,0,0,0,NA,NA,1.19475,NA,"spring","1","0",0,"0","0",1,3,12,"reduced or no-till",0,1,0,NA,NA,"gkg",0.517,68,0.0019904,"","",20.6,1283,"cc vs. fallow","surface","legume","legume","legume","legume",46.2,9.95,43.85,1.81,5.3,1,1.19475,3,0,20
"60",80,97,"Garc13",511,"10.2136/sssaj2012.0310","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Brazil","direct",1,0,"pom fraction",0,"POC",3.87,6.55,0.4229153287,0.7157869259,1,1.33,1.29,NA,NA,NA,NA,NA,0,5,"surface",1,0,0,"Oxisols",0,0,0,1,0,0,"0-20",46.2,9.95,43.85,1.81,5.3,"CaCl2","spring",1,0,0,0,"Botucatu",-22.8166667,-48.41666639,"soybean",0,1,0,0,0,1,"millet",1,0,0,0,0,0,0,NA,NA,3.132,NA,"spring","1","0",0,"0","0",1,3,12,"reduced or no-till",0,1,0,NA,NA,"gkg",0.526,69,0.0019904,"","",20.6,1283,"cc vs. fallow","surface","legume","legume","grass","grass",46.2,9.95,43.85,1.81,5.3,1,3.132,3,0,20
"61",81,98,"Garc18",524,"10.1016/j.scitotenv.2017.11.240","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"Europe",0,0,0,1,0,0,"Spain","direct",1,0,"pom fraction",0,"POC",3.860358102,3.378604789,0.4218616578,0.3692154405,1,1.37,1.42,2.6443453,2.3988094,NA,NA,NA,0,5,"surface",1,0,0,"Alfisols",1,0,0,0,0,0,NA,49,24.13,26.88,0.69,NA,NA,"summer",0,1,0,0,"Belmonte de Tajo",40.2552778,-3.335277778,"grapevine",0,0,0,0,1,1,"brachypodium",1,0,0,0,0,0,0,NA,NA,NA,NA,"year-round","0","0",0,"0","1",1,3,12,"reduced or no-till",0,1,NA,NA,NA,"gkg",-0.133,-12,0.0019904,"","",13.7,440,"cc vs. fallow","surface","perennial","perennial","grass","grass",49,24.13,26.88,0.69,NA,1,NA,3,NA,8
"62",82,99,"Guim",542,"10.1016/j.still.2020.104863","other solution",0,1,0,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Brazil","direct",1,0,"pom fraction",0,"POC",1.62,2.54,0.1770343237,0.2775723346,1,1.3366693,1.3359134,NA,NA,NA,NA,NA,0,5,"surface",1,0,0,"Inceptisols",0,1,0,0,0,0,"0-20",40.75,19.5,39.75,1.06,5.35,NA,"winter",0,0,0,1,"Lavras",-21.2393889,-44.96905556,"olive",0,0,0,0,1,1,"jack bean",0,1,0,0,0,0,0,NA,NA,NA,NA,"year-round","0","0",0,"0","1",1,3,3,NA,0,0,31.26,"inorganic",NA,"gkg",0.45,57,0.0079615,"","",20,1519,"cc vs. fallow","surface","perennial","perennial","legume","legume",40.75,19.5,39.75,1.06,5.35,1,NA,3,31.26,21
"63",83,100,"Guim",543,"10.1016/j.still.2020.104863","other solution",0,1,0,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Brazil","direct",1,0,"pom fraction",0,"POC",1.62,2.72,0.1770343237,0.297242815,1,1.3366693,1.325188,NA,NA,NA,NA,NA,0,5,"surface",1,0,0,"Inceptisols",0,1,0,0,0,0,"0-20",40.75,19.5,39.75,1.06,5.35,NA,"winter",0,0,0,1,"Lavras",-21.2393889,-44.96905556,"olive",0,0,0,0,1,1,"pearl millet, brown hemp",0,0,1,0,0,0,0,NA,NA,NA,NA,"year-round","0","0",0,"0","1",2,3,3,NA,0,0,31.26,"inorganic",NA,"gkg",0.518,68,0.0079615,"","",20,1519,"cc vs. fallow","surface","perennial","perennial","grass+legume","grass+legume",40.75,19.5,39.75,1.06,5.35,2,NA,3,31.26,21
"64",84,101,"Hang",570,"10.1016/j.still.2007.06.004","other solution",0,1,0,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Argentina","direct",1,0,"pom fraction",1,"POC",0.34,0.39,0.01857767594,0.02130968711,1,NA,NA,NA,NA,NA,NA,NA,0,5,"surface",1,0,0,"Mollisols",0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,"Manfredi Experimental station",-31.8166667,-63.6,"soybean",0,1,0,0,0,1,"oat",1,0,0,0,0,0,0,NA,NA,NA,NA,"winter","0","0",0,"1","0",1,NA,3,"reduced or no-till",0,1,NA,NA,NA,"gkg",0.137,15,0.0019904,"","",17.2,794,"cc vs. fallow","surface","legume","legume","grass","grass",NA,NA,NA,NA,NA,1,NA,NA,NA,9
"65",85,102,"Hang",571,"10.1016/j.still.2007.06.004","other solution",0,1,0,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Argentina","direct",1,0,"pom fraction",1,"POC",0.34,0.37,0.01857767594,0.02021688264,1,NA,NA,NA,NA,NA,NA,NA,0,5,"surface",1,0,0,"Mollisols",0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,"Manfredi Experimental station",-31.8166667,-63.6,"soybean, corn",0,0,1,0,0,2,"oat",1,0,0,0,0,0,0,NA,NA,NA,NA,"winter","0","0",0,"1","0",1,NA,3,"reduced or no-till",0,1,NA,NA,NA,"gkg",0.085,9,0.0019904,"","",17.2,794,"cc vs. fallow","surface","cereal+legume","cereal+legume","grass","grass",NA,NA,NA,NA,NA,1,NA,NA,NA,9
"66",86,105,"Mart",763,"10.1111/sum.12547","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Argentina","indirect",0,1,"pom fraction",0,"POC",6.17994797,7.617803008,0.6753474747,0.8324769155,1,1.33,1.33,4.1096654,5.065839,NA,NA,NA,0,5,"surface",1,0,0,"Mollisols",0,0,1,0,0,0,"0-20",NA,NA,NA,1.52,5.8,"water","fall",0,0,1,0,"Santa Fe",-33.25,-61.55,"soybean",0,1,0,0,0,1,"triticale",1,0,0,0,0,0,0,4.175,NA,NA,NA,"winter","0","0",0,"1","0",1,4,3,"reduced or no-till",0,1,0,NA,NA,"gkg",0.209,23,0.0079615,"","",16.5,885,"cc vs. fallow","surface","legume","legume","grass","grass",NA,NA,NA,1.52,5.8,1,NA,4,0,10
"67",87,106,"Mart",764,"10.1111/sum.12547","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Argentina","indirect",0,1,"pom fraction",0,"POC",7.64605748,9.980479528,0.8355645769,1.090671261,1,1.27,1.27,4.8552465,6.3376045,NA,NA,NA,0,5,"surface",1,0,0,"Mollisols",0,0,1,0,0,0,"0-20",NA,NA,NA,2.67,5.4,"water","fall",0,0,1,0,"Balcarce",-37.75,-58.3,"soybean",0,1,0,0,0,1,"oats",1,0,0,0,0,0,0,1.95,NA,NA,NA,"winter","0","0",0,"1","0",1,4,3,"reduced or no-till",0,1,0,NA,NA,"gkg",0.266,31,0.0079615,"","",14,827,"cc vs. fallow","surface","legume","legume","grass","grass",NA,NA,NA,2.67,5.4,1,NA,4,0,10
"68",88,107,"Nasc",844,"10.1016/j.still.2013.02.008","other solution",0,1,0,0,0,"density",0,1,0,"South America",0,0,0,0,0,1,"Brazil","indirect",0,1,"pom fraction",0,"POC",5.07,3.43,0.5540518648,0.3748319322,1,NA,NA,NA,NA,NA,NA,NA,0,5,"surface",1,0,0,NA,0,0,0,0,0,0,"0-20",NA,NA,NA,1.04,6.25,"water","fall",0,0,1,0,"Santo Antonio de Goias",-16.45,-49.28333333,"rice",1,0,0,0,0,1,"Panicum maximum",1,0,0,0,0,0,0,NA,NA,NA,NA,"year-round","0","0",0,"0","1",1,2,3,"reduced or no-till",0,1,55,"organic",NA,"gkg",-0.391,-32,0.0079615,"","",22.8,1442,"cc vs. fallow","surface","cereal","cereal","grass","grass",NA,NA,NA,1.04,6.25,1,NA,2,55,11
"69",89,108,"Nasc",845,"10.1016/j.still.2013.02.008","other solution",0,1,0,0,0,"density",0,1,0,"South America",0,0,0,0,0,1,"Brazil","indirect",0,1,"pom fraction",0,"POC",5.07,5,0.5540518648,0.5464022335,1,NA,NA,NA,NA,NA,NA,NA,0,5,"surface",1,0,0,NA,0,0,0,0,0,0,"0-20",NA,NA,NA,1.04,6.25,"water","fall",0,0,1,0,"Santo Antonio de Goias",-16.45,-49.28333333,"rice",1,0,0,0,0,1,"Brachiaria ruziziensis",1,0,0,0,0,0,0,NA,NA,NA,NA,"year-round","0","0",0,"0","1",1,2,3,"reduced or no-till",0,1,55,"organic",NA,"gkg",-0.014,-1,0.0079615,"","",22.8,1442,"cc vs. fallow","surface","cereal","cereal","grass","grass",NA,NA,NA,1.04,6.25,1,NA,2,55,11
"70",90,109,"Nasc",846,"10.1016/j.still.2013.02.008","other solution",0,1,0,0,0,"density",0,1,0,"South America",0,0,0,0,0,1,"Brazil","indirect",0,1,"pom fraction",0,"POC",5.07,3.87,0.5540518648,0.4229153287,1,NA,NA,NA,NA,NA,NA,NA,0,5,"surface",1,0,0,NA,0,0,0,0,0,0,"0-20",NA,NA,NA,1.04,6.25,"water","fall",0,0,1,0,"Santo Antonio de Goias",-16.45,-49.28333333,"rice",1,0,0,0,0,1,"Brachiaria brizantha",1,0,0,0,0,0,0,NA,NA,NA,NA,"year-round","0","0",0,"0","1",1,2,3,"reduced or no-till",0,1,55,"organic",NA,"gkg",-0.27,-24,0.0079615,"","",22.8,1442,"cc vs. fallow","surface","cereal","cereal","grass","grass",NA,NA,NA,1.04,6.25,1,NA,2,55,11
"71",92,111,"Nasc",848,"10.1016/j.still.2013.02.008","other solution",0,1,0,0,0,"density",0,1,0,"South America",0,0,0,0,0,1,"Brazil","indirect",0,1,"pom fraction",0,"POC",2.73,1.63,0.2983356195,0.1781271281,1,NA,NA,NA,NA,NA,NA,NA,0,5,"surface",1,0,0,NA,0,0,0,0,0,0,"0-20",NA,NA,NA,1.04,6.25,"water","fall",0,0,1,0,"Santo Antonio de Goias",-16.45,-49.28333333,"rice",1,0,0,0,0,1,"Brachiaria brizantha",1,0,0,0,0,0,0,NA,NA,NA,NA,"year-round","0","0",0,"0","1",1,2,3,"conventional",1,0,55,"organic",NA,"gkg",-0.516,-40,0.0079615,"","",22.8,1442,"cc vs. fallow","surface","cereal","cereal","grass","grass",NA,NA,NA,1.04,6.25,1,NA,2,55,11
"72",93,112,"Nasc",864,"10.1016/j.still.2013.02.008","other solution",0,1,0,0,0,"density",0,1,0,"South America",0,0,0,0,0,1,"Brazil","direct",1,0,"pom fraction",1,"POC",14.57,13.1,0.7961080542,0.7157869259,1,NA,NA,NA,NA,NA,NA,NA,0,5,"surface",1,0,0,NA,0,0,0,0,0,0,"0-20",NA,NA,NA,1.04,6.25,"water","fall",0,0,1,0,"Santo Antonio de Goias",-16.45,-49.28333333,"rice",1,0,0,0,0,1,"Panicum maximum",1,0,0,0,0,0,0,NA,NA,NA,NA,"year-round","0","0",0,"0","1",1,2,3,"reduced or no-till",0,1,55,"organic",NA,"gkg",-0.106,-10,0.0019904,"","",22.8,1442,"cc vs. fallow","surface","cereal","cereal","grass","grass",NA,NA,NA,1.04,6.25,1,NA,2,55,11
"73",94,113,"Nasc",865,"10.1016/j.still.2013.02.008","other solution",0,1,0,0,0,"density",0,1,0,"South America",0,0,0,0,0,1,"Brazil","direct",1,0,"pom fraction",1,"POC",14.57,15.1,0.7961080542,0.8250673726,1,NA,NA,NA,NA,NA,NA,NA,0,5,"surface",1,0,0,NA,0,0,0,0,0,0,"0-20",NA,NA,NA,1.04,6.25,"water","fall",0,0,1,0,"Santo Antonio de Goias",-16.45,-49.28333333,"rice",1,0,0,0,0,1,"Brachiaria ruziziensis",1,0,0,0,0,0,0,NA,NA,NA,NA,"year-round","0","0",0,"0","1",1,2,3,"reduced or no-till",0,1,55,"organic",NA,"gkg",0.036,4,0.0019904,"","",22.8,1442,"cc vs. fallow","surface","cereal","cereal","grass","grass",NA,NA,NA,1.04,6.25,1,NA,2,55,11
"74",95,114,"Nasc",866,"10.1016/j.still.2013.02.008","other solution",0,1,0,0,0,"density",0,1,0,"South America",0,0,0,0,0,1,"Brazil","direct",1,0,"pom fraction",1,"POC",14.57,13.7,0.7961080542,0.7485710599,1,NA,NA,NA,NA,NA,NA,NA,0,5,"surface",1,0,0,NA,0,0,0,0,0,0,"0-20",NA,NA,NA,1.04,6.25,"water","fall",0,0,1,0,"Santo Antonio de Goias",-16.45,-49.28333333,"rice",1,0,0,0,0,1,"Brachiaria brizantha",1,0,0,0,0,0,0,NA,NA,NA,NA,"year-round","0","0",0,"0","1",1,2,3,"reduced or no-till",0,1,55,"organic",NA,"gkg",-0.062,-6,0.0019904,"","",22.8,1442,"cc vs. fallow","surface","cereal","cereal","grass","grass",NA,NA,NA,1.04,6.25,1,NA,2,55,11
"75",96,115,"Nasc",867,"10.1016/j.still.2013.02.008","other solution",0,1,0,0,0,"density",0,1,0,"South America",0,0,0,0,0,1,"Brazil","direct",1,0,"pom fraction",1,"POC",14.57,15.27,0.7961080542,0.8343562106,1,NA,NA,NA,NA,NA,NA,NA,0,5,"surface",1,0,0,NA,0,0,0,0,0,0,"0-20",NA,NA,NA,1.04,6.25,"water","fall",0,0,1,0,"Santo Antonio de Goias",-16.45,-49.28333333,"rice",1,0,0,0,0,1,"millet",1,0,0,0,0,0,0,NA,NA,NA,NA,"year-round","0","0",0,"0","1",1,2,3,"reduced or no-till",0,1,55,"organic",NA,"gkg",0.047,5,0.0019904,"","",22.8,1442,"cc vs. fallow","surface","cereal","cereal","grass","grass",NA,NA,NA,1.04,6.25,1,NA,2,55,11
"76",97,116,"Nasc",868,"10.1016/j.still.2013.02.008","other solution",0,1,0,0,0,"density",0,1,0,"South America",0,0,0,0,0,1,"Brazil","direct",1,0,"pom fraction",1,"POC",8.2,9.13,0.4480498315,0.4988652392,1,NA,NA,NA,NA,NA,NA,NA,0,5,"surface",1,0,0,NA,0,0,0,0,0,0,"0-20",NA,NA,NA,1.04,6.25,"water","fall",0,0,1,0,"Santo Antonio de Goias",-16.45,-49.28333333,"rice",1,0,0,0,0,1,"Brachiaria brizantha",1,0,0,0,0,0,0,NA,NA,NA,NA,"year-round","0","0",0,"0","1",1,2,3,"conventional",1,0,55,"organic",NA,"gkg",0.107,11,0.0019904,"","",22.8,1442,"cc vs. fallow","surface","cereal","cereal","grass","grass",NA,NA,NA,1.04,6.25,1,NA,2,55,11
"77",98,117,"Neto",927,"10.1016/j.geodrs.2020.e00347","other solution",0,1,0,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Brazil","direct",1,0,"pom fraction",0,"POC",4.3,4.4,0.4699059208,0.4808339655,1,1.4,1.3,NA,NA,NA,NA,NA,0,5,"surface",1,0,0,"Oxisols",0,0,0,1,0,0,"0-20",46.9,9.1,44,0.75,4.2,"CaCl2","spring",1,0,0,0,"Botucatu",-22.8166667,-48.38333333,"soybean-corn-rice-common bean",0,0,1,0,0,4,"pearl millet,pigeon pea,sun hemp,lupine bean,sunhemp",0,0,1,0,0,0,0,NA,NA,NA,NA,"winter","0","0",0,"1","0",5,7,4,"reduced or no-till",0,1,NA,NA,NA,"gkg",0.023,2,0.0059711,"","",20.6,1283,"cc vs. fallow","surface","cereal+legume","cereal+legume","grass+legume","grass+legume",46.9,9.1,44,0.75,4.2,5,NA,7,NA,12
"78",99,118,"Obry",943,"10.2136/sssaj2017.12.0415","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"North America",0,0,0,0,1,0,"USA","direct",1,0,"pom fraction",0,"POC",5,5,0.5464022335,0.5464022335,1,1.1,1.2,NA,NA,NA,NA,NA,0,5,"surface",1,0,0,"Mollisols",0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,"fall",0,0,1,0,"Boone County",42.017584,-93.76448,"corn",1,0,0,0,0,1,"rye",1,0,0,0,0,0,0,NA,NA,NA,NA,"winter","0","0",0,"1","0",1,4,4,"reduced or no-till",0,1,NA,NA,35,"gkg",0,0,0.0059711,"","",8.8,842,"cc vs. fallow","surface","cereal","cereal","grass","grass",NA,NA,NA,NA,NA,1,NA,4,NA,13
"79",100,119,"Roso",975,"10.1111/sum.12309","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Brazil","direct",1,0,"pom fraction",0,"POC",3.87,6.55,0.4229153287,0.7157869259,1,1.35,1.35,NA,NA,NA,NA,NA,0,5,"surface",1,0,0,"Oxisols",0,0,0,1,0,0,"0-20",46.2,9.95,43.85,0.96,5.3,"CaCl2","spring",1,0,0,0,"Botucatu, SP",-22.8166667,-48.41666667,"soybean",0,1,0,0,0,2,"millet",1,0,0,0,0,0,0,3.906765735,1.0892397,2.817526035,NA,"spring","1","0",0,"0","0",1,3,4,"reduced or no-till",0,1,0,NA,NA,"gkg",0.526,69,0.0059711,"sorghum grew in all plots as a winter cover crop","",20.6,1283,"cc vs. fallow","surface","legume","legume","grass","grass",46.2,9.95,43.85,0.96,5.3,1,2.817526035,3,0,22
"80",101,120,"Roso",976,"10.1111/sum.12309","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Brazil","direct",1,0,"pom fraction",0,"POC",3.87,6.49,0.4229153287,0.7092300991,1,1.35,1.35,NA,NA,NA,NA,NA,0,5,"surface",1,0,0,"Oxisols",0,0,0,1,0,0,"0-20",46.2,9.95,43.85,0.96,5.3,"CaCl2","spring",1,0,0,0,"Botucatu, SP",-22.8166667,-48.41666667,"soybean",0,1,0,0,0,2,"sunn hemp",0,1,0,0,0,0,0,1.893090315,0.684063495,1.20902682,NA,"spring","1","0",0,"0","0",1,3,4,"reduced or no-till",0,1,0,NA,NA,"gkg",0.517,68,0.0059711,"sorghum grew in all plots as a winter cover crop","",20.6,1283,"cc vs. fallow","surface","legume","legume","legume","legume",46.2,9.95,43.85,0.96,5.3,1,1.20902682,3,0,22
"81",102,121,"Roso",977,"10.1111/sum.12309","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Brazil","direct",1,0,"pom fraction",0,"POC",3.87,5.89,0.4229153287,0.6436618311,1,1.35,1.35,NA,NA,NA,NA,NA,0,5,"surface",1,0,0,"Oxisols",0,0,0,1,0,0,"0-20",46.2,9.95,43.85,0.96,5.3,"CaCl2","spring",1,0,0,0,"Botucatu, SP",-22.8166667,-48.41666667,"soybean",0,1,0,0,0,2,"cober crop",1,0,0,0,0,0,0,3.94777797,1.045740165,2.902037805,NA,"spring","1","0",0,"0","0",1,3,4,"reduced or no-till",0,1,0,NA,NA,"gkg",0.42,52,0.0059711,"sorghum grew in all plots as a winter cover crop","",20.6,1283,"cc vs. fallow","surface","legume","legume","grass","grass",46.2,9.95,43.85,0.96,5.3,1,2.902037805,3,0,22
"82",103,122,"Sala",1072,"10.36783/18069657rbcs20200103","glass beads",0,0,1,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Argentina","direct",1,0,"pom fraction",1,"POC",5.6,7.3,0.7,0.6,NA,1.24,1.19,NA,NA,NA,NA,NA,0,5,"surface",1,0,0,"Mollisols",0,0,1,0,0,0,"0-20",18.25,57.75,23.75,NA,NA,NA,"spring",1,0,0,0,"Pergamino Experimental Station",-33.85,-60.66666667,"soybean",0,1,0,0,0,1,"oat,vetch",0,0,1,0,0,0,0,NA,NA,NA,NA,"winter","0","0",0,"1","0",2,31,3,"reduced or no-till",0,1,0,NA,NA,"gkg",0.265,30,0.0074602,"row","",16.3,943,"cc vs. fallow","surface","legume","legume","grass+legume","grass+legume",18.25,57.75,23.75,NA,NA,2,NA,8,0,14
"83",104,123,"Sala",1073,"10.36783/18069657rbcs20200103","glass beads",0,0,1,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Argentina","direct",1,0,"pom fraction",1,"POC",5,6.3,0.15,0.5,NA,1.2,1.2,NA,NA,NA,NA,NA,0,5,"surface",1,0,0,"Mollisols",0,0,1,0,0,0,"0-20",18.25,57.75,23.75,NA,NA,NA,"spring",1,0,0,0,"Pergamino Experimental Station",-33.85,-60.66666667,"soybean",0,1,0,0,0,1,"oat,vetch",0,0,1,0,0,0,0,NA,NA,NA,NA,"winter","0","0",0,"1","0",2,31,3,"reduced or no-till",0,1,0,NA,NA,"gkg",0.231,26,0.0023996,"inter-row","",16.3,943,"cc vs. fallow","surface","legume","legume","grass+legume","grass+legume",18.25,57.75,23.75,NA,NA,2,NA,8,0,14
"84",105,124,"Ande",13,"10.1002/saj2.20358","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"North America",0,0,0,0,1,0,"USA","direct",1,0,"pom fraction",0,"POM",16.4,17.7,4.2,5.5,NA,1.08,1.12,NA,NA,NA,NA,NA,0,5,"surface",1,0,0,"Mollisols",0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,"spring",1,0,0,0,"Field I",41.1710278,-96.49555,"corn-soybean",0,0,1,0,0,2,"oat",1,0,0,0,0,0,0,NA,NA,0.19479375,NA,"winter","0","0",0,"1","0",1,5,3,"reduced or no-till",0,1,22.4,"inorganic",NA,"gkg",0.076,8,0.0540473,"cc planted every other year after corn, not after soybean","",10.1,773,"cc vs. fallow","surface","cereal+legume","cereal+legume","grass","grass",NA,NA,NA,NA,NA,1,0.19479375,5,22.4,23
