"","X","StudyID","Obs.ID","DOI","DispersingAgent","DispersingAgent.SodiumHex","DispersingAgent.OtherSolution","DispersingAgent.GlassBeads","DispersingAgent.Sonication","DispersingAgent.Combo","FractionationMethod","FractionationMethod.Size","FractionationMethod.Density","FractionationMethod.SizeAndDensity","Continent","Continent.Africa","Continent.Asia","Continent.Australia","Continent.Europe","Continent.NorthAmerica","Continent.SouthAmerica","country","ResponseCalc","ResponseCalc.Direct","ResponseCalc.Indirect","rv.type","summed","rv","mean.control.in.g.kg.1","mean.treatment.in.g.kg.1","sd.control.in.g.kg..1","sd.treatment.in.g.kg.1","sd.imputed.in.g.kg.1","control.BD..Mg.m.3.","treat.BD..Mg.m.3.","mean.control.in.Mg.ha.1","mean.treatment.in.Mg.ha.1","sd.control.in.Mg.ha.1","sd.treatment.in.Mg.ha.1","sd.imputed.in.Mg.ha.1","depth.upper.limit..cm.","depth.lower.limit..cm.","depth.type","depth.surface","depth.subsoil","depth.deepsoil","soilorder","soilorder.Alfisols","soilorder.Inceptisols","soilorder.Mollisols","soilorder.Oxisols","soilorder.Spodosols","soilorder.Ultisols","Baseline.depth..cm.","Baseline...sand","Baseline...silt","Baseline...clay","Baseline.TOC..","Baseline.pH","pH.method","SoilCollectionSeason","SoilCollectionSeason.spring","SoilCollectionSeason.summer","SoilCollectionSeason.fall","SoilCollectionSeason.winter","location.name","lat.decimal","long.decimal","maincrop","maincrop.cereal","maincrop.legume","maincrop.cereallegume","maincrop.otherrowcrop","maincrop.perennial","number.of.crop.species.in.control","cover.crop.added","ccadded.grass","ccadded.legume","ccadded.grasslegume","ccadded.brassica","ccadded.grassbrassica","ccadded.legumebrassica","ccadded.grasslegumebrassica","total.C.inputs.cover.crops..Mg.ha.1.yr.1.","bg.C.inputs.cover.crops..Mg.ha.1.yr.1.","ag.C.inputs.cover.crops..Mg.ha.1.yr.1.","ag.C.inputs.fallow..Mg.ha.1.yr.1.","ccseason","ccseason.spring","ccseason.summer","ccseason.fall","ccseason.winter","ccseason.yearround","number.crop.species.added","duration..yr.","reps","tillage","tillage.conventional","tillage.reducednotill","N.fertilization.rate..kg.ha.1.yr.1.","N.type","residue.removal....","logRR.type","logRR","percent.change","var","Further.notes","Further.notes.2","Temp","Prec","depth","maincrop.category","cropping.system","cover.crop.category","cover.crop","sand","silt","clay","toc","ph","species.added","ag.C.inputs","duration","nfert","StudyNum"
"643",643,"Grif",533,"10.1007/s00374-004-0725-7","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"North America",0,0,0,0,1,0,"USA","direct",1,0,"pom fraction",1,"POC",44.78,44.12,2.446789202,2.410726654,1,NA,NA,NA,NA,NA,NA,NA,0,20,NA,0,0,0,"Spodosols",0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,"spring",1,0,0,0,"Orono",44.8898889,-68.70466667,"wheat, corn",1,0,0,0,0,2,"red clover",0,1,0,0,0,0,0,NA,NA,NA,NA,"summer",0,1,0,0,0,1,4,10,"conventional",1,0,NA,"organic",NA,"gkg",-0.015,-1,0.0005971,"corn as entry crop","",6.2,1049,NA,"cereal","cereal","legume","legume",NA,NA,NA,NA,NA,1,NA,4,NA,50
"644",644,"Guim",544,"10.1016/j.still.2020.104863","other solution",0,1,0,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Brazil","direct",1,0,"pom fraction",0,"POC",1.103489098,1.71418297,0.1205897815,0.1873266807,1,1.3366693,1.3359134,2.95,4.58,NA,NA,NA,0,20,NA,0,0,0,"Inceptisols",0,1,0,0,0,0,"0-20",40.75,19.5,39.75,1.06,5.35,NA,"winter",0,0,0,1,"Lavras",-21.2393889,-44.96905556,"olive",0,0,0,0,1,1,"jack bean",0,1,0,0,0,0,0,NA,NA,NA,NA,"year-round",0,0,0,0,1,1,3,3,NA,0,0,31.26,"inorganic",NA,"gkg",0.44,55,0.0079615,"","",20,1519,NA,"perennial","perennial","legume","legume",40.75,19.5,39.75,1.06,5.35,1,NA,3,31.26,24
"645",645,"Guim",545,"10.1016/j.still.2020.104863","other solution",0,1,0,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Brazil","direct",1,0,"pom fraction",0,"POC",1.103489098,1.788425491,0.1205897815,0.1954399366,1,1.3366693,1.325188,2.95,4.74,NA,NA,NA,0,20,NA,0,0,0,"Inceptisols",0,1,0,0,0,0,"0-20",40.75,19.5,39.75,1.06,5.35,NA,"winter",0,0,0,1,"Lavras",-21.2393889,-44.96905556,"olive",0,0,0,0,1,1,"pearl millet, brown hemp",0,0,1,0,0,0,0,NA,NA,NA,NA,"year-round",0,0,0,0,1,2,3,3,NA,0,0,31.26,"inorganic",NA,"gkg",0.483,62,0.0079615,"","",20,1519,NA,"perennial","perennial","grass+legume","grass+legume",40.75,19.5,39.75,1.06,5.35,2,NA,3,31.26,24
"646",646,"Mart",765,"10.1111/sum.12547","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Argentina","indirect",0,1,"pom fraction",0,"POC",3.274424812,3.928818045,0.3578306061,0.429342991,1,1.33,1.33,8.70997,10.450656,NA,NA,NA,0,20,NA,0,0,0,"Mollisols",0,0,1,0,0,0,"0-20",NA,NA,NA,1.52,5.8,"water","fall",0,0,1,0,"Santa Fe",-33.25,-61.55,"soybean",0,1,0,0,0,1,"triticale",1,0,0,0,0,0,0,4.175,NA,NA,NA,"winter",0,0,0,1,0,1,4,3,"reduced or no-till",0,1,0,NA,NA,"gkg",0.182,20,0.0079615,"","",16.5,885,NA,"legume","legume","grass","grass",NA,NA,NA,1.52,5.8,1,NA,4,0,13
"647",647,"Mart",766,"10.1111/sum.12547","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Argentina","indirect",0,1,"pom fraction",0,"POC",7.398385827,7.309259843,0.808498908,0.7987591806,1,1.27,1.27,18.7919,18.56552,NA,NA,NA,0,20,NA,0,0,0,"Mollisols",0,0,1,0,0,0,"0-20",NA,NA,NA,2.67,5.4,"water","fall",0,0,1,0,"Balcarce",-37.75,-58.3,"soybean",0,1,0,0,0,1,"oats",1,0,0,0,0,0,0,1.95,NA,NA,NA,"winter",0,0,0,1,0,1,4,3,"reduced or no-till",0,1,0,NA,NA,"gkg",-0.012,-1,0.0079615,"","",14,827,NA,"legume","legume","grass","grass",NA,NA,NA,2.67,5.4,1,NA,4,0,13
"648",648,"Nasc",849,"10.1016/j.still.2013.02.008","other solution",0,1,0,0,0,"density",0,1,0,"South America",0,0,0,0,0,1,"Brazil","indirect",0,1,"pom fraction",0,"POC",4.43,3.37,0.4841123789,0.3682751054,1,NA,NA,NA,NA,NA,NA,NA,0,20,NA,0,0,0,NA,0,0,0,0,0,0,"0-20",NA,NA,NA,1.04,6.25,"water","fall",0,0,1,0,"Santo Antonio de Goias",-16.45,-49.28333333,"rice",1,0,0,0,0,1,"Panicum maximum",1,0,0,0,0,0,0,NA,NA,NA,NA,"year-round",0,0,0,0,1,1,2,3,"reduced or no-till",0,1,55,"organic",NA,"gkg",-0.273,-24,0.0079615,"","",22.8,1442,NA,"cereal","cereal","grass","grass",NA,NA,NA,1.04,6.25,1,NA,2,55,14
"649",649,"Nasc",850,"10.1016/j.still.2013.02.008","other solution",0,1,0,0,0,"density",0,1,0,"South America",0,0,0,0,0,1,"Brazil","indirect",0,1,"pom fraction",0,"POC",4.43,3.97,0.4841123789,0.4338433734,1,NA,NA,NA,NA,NA,NA,NA,0,20,NA,0,0,0,NA,0,0,0,0,0,0,"0-20",NA,NA,NA,1.04,6.25,"water","fall",0,0,1,0,"Santo Antonio de Goias",-16.45,-49.28333333,"rice",1,0,0,0,0,1,"Brachiaria ruziziensis",1,0,0,0,0,0,0,NA,NA,NA,NA,"year-round",0,0,0,0,1,1,2,3,"reduced or no-till",0,1,55,"organic",NA,"gkg",-0.11,-10,0.0079615,"","",22.8,1442,NA,"cereal","cereal","grass","grass",NA,NA,NA,1.04,6.25,1,NA,2,55,14
"650",650,"Nasc",851,"10.1016/j.still.2013.02.008","other solution",0,1,0,0,0,"density",0,1,0,"South America",0,0,0,0,0,1,"Brazil","indirect",0,1,"pom fraction",0,"POC",4.43,3.78,0.4841123789,0.4130800885,1,NA,NA,NA,NA,NA,NA,NA,0,20,NA,0,0,0,NA,0,0,0,0,0,0,"0-20",NA,NA,NA,1.04,6.25,"water","fall",0,0,1,0,"Santo Antonio de Goias",-16.45,-49.28333333,"rice",1,0,0,0,0,1,"Brachiaria brizantha",1,0,0,0,0,0,0,NA,NA,NA,NA,"year-round",0,0,0,0,1,1,2,3,"reduced or no-till",0,1,55,"organic",NA,"gkg",-0.159,-15,0.0079615,"","",22.8,1442,NA,"cereal","cereal","grass","grass",NA,NA,NA,1.04,6.25,1,NA,2,55,14
"651",651,"Nasc",852,"10.1016/j.still.2013.02.008","other solution",0,1,0,0,0,"density",0,1,0,"South America",0,0,0,0,0,1,"Brazil","indirect",0,1,"pom fraction",0,"POC",4.43,2.78,0.4841123789,0.3037996418,1,NA,NA,NA,NA,NA,NA,NA,0,20,NA,0,0,0,NA,0,0,0,0,0,0,"0-20",NA,NA,NA,1.04,6.25,"water","fall",0,0,1,0,"Santo Antonio de Goias",-16.45,-49.28333333,"rice",1,0,0,0,0,1,"millet",1,0,0,0,0,0,0,NA,NA,NA,NA,"year-round",0,0,0,0,1,1,2,3,"reduced or no-till",0,1,55,"organic",NA,"gkg",-0.466,-37,0.0079615,"","",22.8,1442,NA,"cereal","cereal","grass","grass",NA,NA,NA,1.04,6.25,1,NA,2,55,14
"652",652,"Nasc",853,"10.1016/j.still.2013.02.008","other solution",0,1,0,0,0,"density",0,1,0,"South America",0,0,0,0,0,1,"Brazil","indirect",0,1,"pom fraction",0,"POC",4.47,3.49,0.4884835967,0.381388759,1,NA,NA,NA,NA,NA,NA,NA,0,20,NA,0,0,0,NA,0,0,0,0,0,0,"0-20",NA,NA,NA,1.04,6.25,"water","fall",0,0,1,0,"Santo Antonio de Goias",-16.45,-49.28333333,"rice",1,0,0,0,0,1,"Brachiaria brizantha",1,0,0,0,0,0,0,NA,NA,NA,NA,"year-round",0,0,0,0,1,1,2,3,"conventional",1,0,55,"organic",NA,"gkg",-0.247,-22,0.0079615,"","",22.8,1442,NA,"cereal","cereal","grass","grass",NA,NA,NA,1.04,6.25,1,NA,2,55,14
"653",653,"Nasc",869,"10.1016/j.still.2013.02.008","other solution",0,1,0,0,0,"density",0,1,0,"South America",0,0,0,0,0,1,"Brazil","direct",1,0,"pom fraction",1,"POC",11.42,9.79,0.6239913507,0.5349277866,1,NA,NA,NA,NA,NA,NA,NA,0,20,NA,0,0,0,NA,0,0,0,0,0,0,"0-20",NA,NA,NA,1.04,6.25,"water","fall",0,0,1,0,"Santo Antonio de Goias",-16.45,-49.28333333,"rice",1,0,0,0,0,1,"Panicum maximum",1,0,0,0,0,0,0,NA,NA,NA,NA,"year-round",0,0,0,0,1,1,2,3,"reduced or no-till",0,1,55,"organic",NA,"gkg",-0.154,-14,0.0019904,"","",22.8,1442,NA,"cereal","cereal","grass","grass",NA,NA,NA,1.04,6.25,1,NA,2,55,14
"654",654,"Nasc",870,"10.1016/j.still.2013.02.008","other solution",0,1,0,0,0,"density",0,1,0,"South America",0,0,0,0,0,1,"Brazil","direct",1,0,"pom fraction",1,"POC",11.42,9.92,0.6239913507,0.5420310156,1,NA,NA,NA,NA,NA,NA,NA,0,20,NA,0,0,0,NA,0,0,0,0,0,0,"0-20",NA,NA,NA,1.04,6.25,"water","fall",0,0,1,0,"Santo Antonio de Goias",-16.45,-49.28333333,"rice",1,0,0,0,0,1,"Brachiaria ruziziensis",1,0,0,0,0,0,0,NA,NA,NA,NA,"year-round",0,0,0,0,1,1,2,3,"reduced or no-till",0,1,55,"organic",NA,"gkg",-0.141,-13,0.0019904,"","",22.8,1442,NA,"cereal","cereal","grass","grass",NA,NA,NA,1.04,6.25,1,NA,2,55,14
"655",655,"Nasc",871,"10.1016/j.still.2013.02.008","other solution",0,1,0,0,0,"density",0,1,0,"South America",0,0,0,0,0,1,"Brazil","direct",1,0,"pom fraction",1,"POC",11.42,9.5,0.6239913507,0.5190821218,1,NA,NA,NA,NA,NA,NA,NA,0,20,NA,0,0,0,NA,0,0,0,0,0,0,"0-20",NA,NA,NA,1.04,6.25,"water","fall",0,0,1,0,"Santo Antonio de Goias",-16.45,-49.28333333,"rice",1,0,0,0,0,1,"Brachiaria brizantha",1,0,0,0,0,0,0,NA,NA,NA,NA,"year-round",0,0,0,0,1,1,2,3,"reduced or no-till",0,1,55,"organic",NA,"gkg",-0.184,-17,0.0019904,"","",22.8,1442,NA,"cereal","cereal","grass","grass",NA,NA,NA,1.04,6.25,1,NA,2,55,14
"656",656,"Nasc",872,"10.1016/j.still.2013.02.008","other solution",0,1,0,0,0,"density",0,1,0,"South America",0,0,0,0,0,1,"Brazil","direct",1,0,"pom fraction",1,"POC",11.42,10.73,0.6239913507,0.5862895965,1,NA,NA,NA,NA,NA,NA,NA,0,20,NA,0,0,0,NA,0,0,0,0,0,0,"0-20",NA,NA,NA,1.04,6.25,"water","fall",0,0,1,0,"Santo Antonio de Goias",-16.45,-49.28333333,"rice",1,0,0,0,0,1,"millet",1,0,0,0,0,0,0,NA,NA,NA,NA,"year-round",0,0,0,0,1,1,2,3,"reduced or no-till",0,1,55,"organic",NA,"gkg",-0.062,-6,0.0019904,"","",22.8,1442,NA,"cereal","cereal","grass","grass",NA,NA,NA,1.04,6.25,1,NA,2,55,14
"657",657,"Nasc",873,"10.1016/j.still.2013.02.008","other solution",0,1,0,0,0,"density",0,1,0,"South America",0,0,0,0,0,1,"Brazil","direct",1,0,"pom fraction",1,"POC",7.06,7.31,0.3857599769,0.3994200327,1,NA,NA,NA,NA,NA,NA,NA,0,20,NA,0,0,0,NA,0,0,0,0,0,0,"0-20",NA,NA,NA,1.04,6.25,"water","fall",0,0,1,0,"Santo Antonio de Goias",-16.45,-49.28333333,"rice",1,0,0,0,0,1,"Brachiaria brizantha",1,0,0,0,0,0,0,NA,NA,NA,NA,"year-round",0,0,0,0,1,1,2,3,"conventional",1,0,55,"organic",NA,"gkg",0.035,4,0.0019904,"","",22.8,1442,NA,"cereal","cereal","grass","grass",NA,NA,NA,1.04,6.25,1,NA,2,55,14
"658",658,"Snap",1094,"10.1016/j.still.2018.02.018","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"North America",0,0,0,0,1,0,"USA","direct",1,0,"pom fraction",1,"POC",105.5495859,135.901862,5.767252948,7.425708091,1,1.63,1.63,189.42844,256.51157,NA,NA,NA,0,20,NA,0,0,0,"Alfisols",1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"spring",1,0,0,0,"Kellogg Biological Station",42.4,-85.4,"corn,soybean",0,0,1,0,0,2,"rye",1,0,0,0,0,0,0,0.7166666637,0.2661111108,0.4505555529,NA,"winter",0,0,0,1,0,1,8,4,"conventional",1,0,0,NA,NA,"gkg",0.253,29,0.0014928,"","",8.7,912,NA,"cereal+legume","cereal+legume","grass","grass",NA,NA,NA,NA,NA,1,0.4505555529,8,0,51
"659",659,"Snap",1095,"10.1016/j.still.2018.02.018","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"North America",0,0,0,0,1,0,"USA","direct",1,0,"pom fraction",1,"POC",111.1490583,131.4563252,6.07320937,7.182802967,1,1.63,1.63,207.68272,200.82741,NA,NA,NA,0,20,NA,0,0,0,"Alfisols",1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"spring",1,0,0,0,"Kellogg Biological Station",42.4,-85.4,"corn,soybean",0,0,1,0,0,2,"rye",1,0,0,0,0,0,0,0.7166666637,0.2661111108,0.4505555529,NA,"winter",0,0,0,1,0,1,8,4,"conventional",1,0,101,NA,NA,"gkg",0.168,18,0.0014928,"","",8.7,912,NA,"cereal+legume","cereal+legume","grass","grass",NA,NA,NA,NA,NA,1,0.4505555529,8,101,51
"660",660,"Snap",1096,"10.1016/j.still.2018.02.018","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"North America",0,0,0,0,1,0,"USA","direct",1,0,"pom fraction",1,"POC",86.77188466,77.66460123,4.741235158,4.243611157,1,1.63,1.63,244.01624,185.57,NA,NA,NA,0,20,NA,0,0,0,"Alfisols",1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"spring",1,0,0,0,"Kellogg Biological Station",42.4,-85.4,"corn,soybean",0,0,1,0,0,2,"rye",1,0,0,0,0,0,0,0.7166666637,0.2661111108,0.4505555529,NA,"winter",0,0,0,1,0,1,8,4,"conventional",1,0,202,NA,NA,"gkg",-0.111,-10,0.0014928,"","",8.7,912,NA,"cereal+legume","cereal+legume","grass","grass",NA,NA,NA,NA,NA,1,0.4505555529,8,202,51
"661",661,"Zana",1328,"10.1590/1678-992X-2017-0322","sonication",0,0,0,1,0,"density",0,1,0,"South America",0,0,0,0,0,1,"Brazil","direct",1,0,"pom fraction",0,"POC",NA,NA,NA,NA,NA,NA,NA,1.06,1.4,0.1308324091,0.1727975214,1,0,20,NA,0,0,0,"Ultisols",0,0,0,0,0,1,"0-20",54,24,22,NA,NA,NA,"spring",1,0,0,0,"Southern Brazil",-30.8333333,-51.63333333,"oats,maize",1,0,0,0,0,2,"vetch,cowpea",0,1,0,0,0,0,0,NA,NA,NA,NA,"winter and summer",0,1,0,1,0,2,18,3,"conventional",1,0,0,"organic",NA,"mgha",0.278,32,0.0101561,"","",18.9,1381,NA,"cereal","cereal","legume","legume",54,24,22,NA,NA,2,NA,18,0,3
"662",662,"Zana",1329,"10.1590/1678-992X-2017-0322","sonication",0,0,0,1,0,"density",0,1,0,"South America",0,0,0,0,0,1,"Brazil","direct",1,0,"pom fraction",0,"POC",NA,NA,NA,NA,NA,NA,NA,1.47,1.92,0.1814373975,0.2369794579,1,0,20,NA,0,0,0,"Ultisols",0,0,0,0,0,1,"0-20",54,24,22,NA,NA,NA,"spring",1,0,0,0,"Southern Brazil",-30.8333333,-51.63333333,"oats,maize",1,0,0,0,0,2,"vetch,cowpea",0,1,0,0,0,0,0,NA,NA,NA,NA,"winter and summer",0,1,0,1,0,2,18,3,"conventional",1,0,180,"organic",NA,"mgha",0.267,31,0.0101561,"","",18.9,1381,NA,"cereal","cereal","legume","legume",54,24,22,NA,NA,2,NA,18,180,3
"663",663,"Zana",1330,"10.1590/1678-992X-2017-0322","sonication",0,0,0,1,0,"density",0,1,0,"South America",0,0,0,0,0,1,"Brazil","direct",1,0,"pom fraction",0,"POC",NA,NA,NA,NA,NA,NA,NA,1.49,2.38,0.1839059335,0.2937557864,1,0,20,NA,0,0,0,"Ultisols",0,0,0,0,0,1,"0-20",54,24,22,NA,NA,NA,"spring",1,0,0,0,"Southern Brazil",-30.8333333,-51.63333333,"oats,maize",1,0,0,0,0,2,"vetch,cowpea",0,1,0,0,0,0,0,NA,NA,NA,NA,"winter and summer",0,1,0,1,0,2,18,3,"reduced or no-till",0,1,0,"organic",NA,"mgha",0.468,60,0.0101561,"","",18.9,1381,NA,"cereal","cereal","legume","legume",54,24,22,NA,NA,2,NA,18,0,3
"664",664,"Zana",1331,"10.1590/1678-992X-2017-0322","sonication",0,0,0,1,0,"density",0,1,0,"South America",0,0,0,0,0,1,"Brazil","direct",1,0,"pom fraction",0,"POC",NA,NA,NA,NA,NA,NA,NA,1.97,2.91,0.243150798,0.3591719909,1,0,20,NA,0,0,0,"Ultisols",0,0,0,0,0,1,"0-20",54,24,22,NA,NA,NA,"spring",1,0,0,0,"Southern Brazil",-30.8333333,-51.63333333,"oats,maize",1,0,0,0,0,2,"vetch,cowpea",0,1,0,0,0,0,0,NA,NA,NA,NA,"winter and summer",0,1,0,1,0,2,18,3,"reduced or no-till",0,1,180,"organic",NA,"mgha",0.39,48,0.0101561,"","",18.9,1381,NA,"cereal","cereal","legume","legume",54,24,22,NA,NA,2,NA,18,180,3
"728",728,"Mott",797,"10.1080/00103620701663065","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"North America",0,0,0,0,1,0,"USA","direct",1,0,"pom fraction",0,"POC",NA,NA,NA,NA,NA,NA,NA,23,26.4,2.838816423,3.258467546,1,0,24,NA,0,0,0,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"spring",1,0,0,0,"Alabama Agriculture Experiment Station",34.6916667,-86.89027778,"cotton",0,0,0,1,0,1,"wheat",1,0,0,0,0,0,0,NA,NA,NA,NA,"winter",0,0,0,1,0,1,21,4,"conventional",1,0,80,"inorganic",NA,"mgha",0.138,15,0.0076171,"","",15.3,1423,NA,"other row crop","other row crop","grass","grass",NA,NA,NA,NA,NA,1,NA,21,80,5
"729",729,"Mott",798,"10.1080/00103620701663065","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"North America",0,0,0,0,1,0,"USA","direct",1,0,"pom fraction",0,"POC",NA,NA,NA,NA,NA,NA,NA,29.3,30.7,3.616405269,3.789202791,1,0,24,NA,0,0,0,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"spring",1,0,0,0,"Alabama Agriculture Experiment Station",34.6916667,-86.89027778,"cotton",0,0,0,1,0,1,"wheat",1,0,0,0,0,0,0,NA,NA,NA,NA,"winter",0,0,0,1,0,1,9,4,"reduced or no-till",0,1,80,"inorganic",NA,"mgha",0.047,5,0.0076171,"","",15.3,1423,NA,"other row crop","other row crop","grass","grass",NA,NA,NA,NA,NA,1,NA,9,80,5
"732",732,"Kaue",672,"10.3390/agriculture11090903","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"Europe",0,0,0,1,0,0,"Estonia","direct",1,0,"pom fraction",0,"POC",8.66,9.23,0.9463686684,1.008658523,1,NA,NA,NA,NA,NA,NA,NA,0,25,NA,0,0,0,"Alfisols",1,0,0,0,0,0,NA,56.5,34,9.5,1.38,6,"KCl","spring",1,0,0,0,"Estonian University of Life Sciences",58.3645556,26.66591667,"winter wheat,pea,potato,barley,red clover",0,0,1,0,0,5,"winter oilseed turnip,winter rye,red clover",0,0,0,0,0,0,1,NA,NA,0.68,0.22,"winter",0,0,0,1,0,3,10,4,NA,0,0,0,NA,NA,"gkg",0.064,7,0.0059711,"","",5.1,604,NA,"cereal+legume","cereal+legume","grass+legume+brassica","grass+legume+brassica",56.5,34,9.5,1.38,6,3,0.68,10,0,52
"744",744,"Cord",292,"10.1111/sum.12427","other solution",0,1,0,0,0,"size",1,0,0,"Europe",0,0,0,1,0,0,"Denmark","direct",1,0,"pom fraction",1,"POC",4.11025641,4.258974359,0.1497235522,0.1551408735,NA,NA,NA,NA,NA,NA,NA,NA,0,30,NA,0,0,0,"Alfisols",1,0,0,0,0,0,"0-25",78,13,9,2.3,6.5,"CaCl2",NA,0,0,0,0,"Research Centre Foulum",56.487814,9.583966,"barley, pea",0,0,1,0,0,2,"rye, chicory, red clover, white clover",0,0,1,0,0,0,0,NA,NA,NA,NA,"winter",0,0,0,1,0,4,3,2,"conventional",1,0,0,NA,NA,"gkg",0.036,4,0.0013269,"","",7.4,717,NA,"cereal+legume","cereal+legume","grass+legume","grass+legume",78,13,9,2.3,6.5,4,NA,3,0,53
"745",745,"Cord",293,"10.1111/sum.12427","other solution",0,1,0,0,0,"size",1,0,0,"Europe",0,0,0,1,0,0,"Denmark","direct",1,0,"pom fraction",1,"POC",3.735897436,4.115384615,0.1360868469,0.1499103564,NA,NA,NA,NA,NA,NA,NA,NA,0,30,NA,0,0,0,"Alfisols",1,0,0,0,0,0,"0-25",78,13,9,2.3,6.5,"CaCl2",NA,0,0,0,0,"Research Centre Foulum",56.487814,9.583966,"barley, pea",0,0,1,0,0,2,"rye, rape",0,0,0,0,1,0,0,NA,NA,NA,NA,"winter",0,0,0,1,0,2,3,2,"reduced or no-till",0,1,0,NA,NA,"gkg",0.097,10,0.0013269,"","",7.4,717,NA,"cereal+legume","cereal+legume","grass+brassica","grass+brassica",78,13,9,2.3,6.5,2,NA,3,0,53
"746",746,"Cord",294,"10.1111/sum.12427","other solution",0,1,0,0,0,"size",1,0,0,"Europe",0,0,0,1,0,0,"Denmark","direct",1,0,"pom fraction",1,"POC",3.953846154,4.61025641,0.1440260246,0.16793696,NA,NA,NA,NA,NA,NA,NA,NA,0,30,NA,0,0,0,"Alfisols",1,0,0,0,0,0,"0-25",78,13,9,2.3,6.5,"CaCl2",NA,0,0,0,0,"Research Centre Foulum",56.487814,9.583966,"barley",1,0,0,0,0,1,"rye, chicory, red clover, white clover",0,0,1,0,0,0,0,NA,NA,NA,NA,"winter",0,0,0,1,0,4,3,2,"conventional",1,0,60,"organic",NA,"gkg",0.154,17,0.0013269,"","",7.4,717,NA,"cereal","cereal","grass+legume","grass+legume",78,13,9,2.3,6.5,4,NA,3,60,53
"747",747,"Cord",295,"10.1111/sum.12427","other solution",0,1,0,0,0,"size",1,0,0,"Europe",0,0,0,1,0,0,"Denmark","direct",1,0,"pom fraction",1,"POC",4.061538462,3.787179487,0.1479489125,0.1379548887,NA,NA,NA,NA,NA,NA,NA,NA,0,30,NA,0,0,0,"Alfisols",1,0,0,0,0,0,"0-25",78,13,9,2.3,6.5,"CaCl2",NA,0,0,0,0,"Research Centre Foulum",56.487814,9.583966,"barley",1,0,0,0,0,1,"rye, chicory, red clover, white clover",0,0,1,0,0,0,0,NA,NA,NA,NA,"winter",0,0,0,1,0,4,3,2,"conventional",1,0,60,"organic",NA,"gkg",-0.07,-7,0.0013269,"","",7.4,717,NA,"cereal","cereal","grass+legume","grass+legume",78,13,9,2.3,6.5,4,NA,3,60,53
"748",748,"Cord",296,"10.1111/sum.12427","other solution",0,1,0,0,0,"size",1,0,0,"Europe",0,0,0,1,0,0,"Denmark","direct",1,0,"pom fraction",1,"POC",3.507692308,3.751282051,0.1277740608,0.1366472594,NA,NA,NA,NA,NA,NA,NA,NA,0,30,NA,0,0,0,"Alfisols",1,0,0,0,0,0,"0-25",78,13,9,2.3,6.5,"CaCl2",NA,0,0,0,0,"Research Centre Foulum",56.487814,9.583966,"barley",1,0,0,0,0,1,"rye, rape",0,0,0,0,1,0,0,NA,NA,NA,NA,"winter",0,0,0,1,0,2,3,2,"reduced or no-till",0,1,122,"inorganic",NA,"gkg",0.067,7,0.0013269,"","",7.4,717,NA,"cereal","cereal","grass+brassica","grass+brassica",78,13,9,2.3,6.5,2,NA,3,122,53
"749",749,"deCa",329,"10.1590/S0100-06832011000300016","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Brazil","direct",1,0,"pom fraction",0,"POC",0.9806451613,1.188369153,0.1071653413,0.1298655119,1,1.291666667,1.318333333,3.8,4.7,NA,NA,NA,0,30,NA,0,0,0,"Oxisols",0,0,0,1,0,0,"0-20",NA,NA,NA,NA,4.5,"water","fall",0,0,1,0,"FUNDACEP",-28.6,-53.66666667,"wheat, soybean",0,0,1,0,0,2,"oat",1,0,0,0,0,0,0,NA,NA,NA,NA,"winter",0,0,0,1,0,1,19,3,"conventional",1,0,60,NA,NA,"gkg",0.192,21,0.0079615,"","",19.3,1752,NA,"cereal+legume","cereal+legume","grass","grass",NA,NA,NA,NA,4.5,1,NA,19,60,9
