"","X","StudyID","Obs.ID","DOI","DispersingAgent","DispersingAgent.SodiumHex","DispersingAgent.OtherSolution","DispersingAgent.GlassBeads","DispersingAgent.Sonication","DispersingAgent.Combo","FractionationMethod","FractionationMethod.Size","FractionationMethod.Density","FractionationMethod.SizeAndDensity","Continent","Continent.Africa","Continent.Asia","Continent.Australia","Continent.Europe","Continent.NorthAmerica","Continent.SouthAmerica","country","ResponseCalc","ResponseCalc.Direct","ResponseCalc.Indirect","rv.type","summed","rv","mean.control.in.g.kg.1","mean.treatment.in.g.kg.1","sd.control.in.g.kg..1","sd.treatment.in.g.kg.1","sd.imputed.in.g.kg.1","control.BD..Mg.m.3.","treat.BD..Mg.m.3.","mean.control.in.Mg.ha.1","mean.treatment.in.Mg.ha.1","sd.control.in.Mg.ha.1","sd.treatment.in.Mg.ha.1","sd.imputed.in.Mg.ha.1","depth.upper.limit..cm.","depth.lower.limit..cm.","depth.type","depth.surface","depth.subsoil","depth.deepsoil","soilorder","soilorder.Alfisols","soilorder.Inceptisols","soilorder.Mollisols","soilorder.Oxisols","soilorder.Spodosols","soilorder.Ultisols","Baseline.depth..cm.","Baseline...sand","Baseline...silt","Baseline...clay","Baseline.TOC..","Baseline.pH","pH.method","SoilCollectionSeason","SoilCollectionSeason.spring","SoilCollectionSeason.summer","SoilCollectionSeason.fall","SoilCollectionSeason.winter","location.name","lat.decimal","long.decimal","maincrop","maincrop.cereal","maincrop.legume","maincrop.cereallegume","maincrop.otherrowcrop","maincrop.perennial","number.of.crop.species.in.control","cover.crop.added","ccadded.grass","ccadded.legume","ccadded.grasslegume","ccadded.brassica","ccadded.grassbrassica","ccadded.legumebrassica","ccadded.grasslegumebrassica","total.C.inputs.cover.crops..Mg.ha.1.yr.1.","bg.C.inputs.cover.crops..Mg.ha.1.yr.1.","ag.C.inputs.cover.crops..Mg.ha.1.yr.1.","ag.C.inputs.fallow..Mg.ha.1.yr.1.","ccseason","ccseason.spring","ccseason.summer","ccseason.fall","ccseason.winter","ccseason.yearround","number.crop.species.added","duration..yr.","reps","tillage","tillage.conventional","tillage.reducednotill","N.fertilization.rate..kg.ha.1.yr.1.","N.type","residue.removal....","logRR.type","logRR","percent.change","var","Further.notes","Further.notes.2","Temp","Prec","depth","maincrop.category","cropping.system","cover.crop.category","cover.crop","sand","silt","clay","toc","ph","species.added","ag.C.inputs","duration","nfert","StudyNum"
"1243",1243,"Mart",772,"10.1111/sum.12547","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Argentina","indirect",0,1,"pom fraction",0,"POC",7.112690709,5.523179528,0.7772780179,0.603575526,1,1.27,1.27,4.5165586,3.507219,NA,NA,NA,15,20,"subsoil",0,1,0,"Mollisols",0,0,1,0,0,0,"0-20",NA,NA,NA,2.67,5.4,"water","fall",0,0,1,0,"Balcarce",-37.75,-58.3,"soybean",0,1,0,0,0,1,"oats",1,0,0,0,0,0,0,1.95,NA,NA,NA,"winter",0,0,0,1,0,1,4,3,"reduced or no-till",0,1,0,NA,NA,"gkg",-0.253,-22,0.0079615,"","",14,827,"subsoil","legume","legume","grass","grass",NA,NA,NA,2.67,5.4,1,NA,4,0,13
"1249",1249,"Hass",590,"10.1002/ldr.2345","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"Asia",0,1,0,0,0,0,"Pakistan","direct",1,0,"pom fraction",0,"POC",0.3626666667,0.4934555238,0.03963237534,0.05392504007,1,1.4,1.4,0.7616,1.0362566,NA,NA,NA,15,30,"subsoil",0,1,0,"Alfisols",1,0,0,0,0,0,NA,38.1,32.2,29.6,0.52,7.7,NA,"summer",0,1,0,0,"Pir Mehr Ali Shah-Arid Agriculture University",33.6333333,73.08333333,"wheat",1,0,0,0,0,1,"mungbean",0,1,0,0,0,0,0,NA,NA,NA,NA,"winter",0,0,0,1,0,1,1,3,"conventional",1,0,NA,"organic",NA,"gkg",0.308,36,0.0079615,"tine cultivator","",21.6,923,"subsoil","cereal","cereal","legume","legume",38.1,32.2,29.6,0.52,7.7,1,NA,1,NA,44
"1250",1250,"Hass",591,"10.1002/ldr.2345","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"Asia",0,1,0,0,0,0,"Pakistan","direct",1,0,"pom fraction",0,"POC",0.3626666667,0.3992668571,0.03963237534,0.0436320605,1,1.4,1.4,0.7616,0.8384604,NA,NA,NA,15,30,"subsoil",0,1,0,"Alfisols",1,0,0,0,0,0,NA,38.1,32.2,29.6,0.52,7.7,NA,"summer",0,1,0,0,"Pir Mehr Ali Shah-Arid Agriculture University",33.6333333,73.08333333,"wheat",1,0,0,0,0,1,"sorghum",1,0,0,0,0,0,0,NA,NA,NA,NA,"winter",0,0,0,1,0,1,1,3,"conventional",1,0,NA,"organic",NA,"gkg",0.096,10,0.0079615,"tine cultivator","",21.6,923,"subsoil","cereal","cereal","grass","grass",38.1,32.2,29.6,0.52,7.7,1,NA,1,NA,44
"1251",1251,"Hass",592,"10.1002/ldr.2345","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"Asia",0,1,0,0,0,0,"Pakistan","direct",1,0,"pom fraction",0,"POC",0.6025021429,0.785819619,0.06584170331,0.085874719,1,1.4,1.4,1.2652545,1.6502212,NA,NA,NA,15,30,"subsoil",0,1,0,"Alfisols",1,0,0,0,0,0,NA,38.1,32.2,29.6,0.52,7.7,NA,"summer",0,1,0,0,"Pir Mehr Ali Shah-Arid Agriculture University",33.6333333,73.08333333,"wheat",1,0,0,0,0,1,"mungbean",0,1,0,0,0,0,0,NA,NA,NA,NA,"winter",0,0,0,1,0,1,1,3,"conventional",1,0,NA,"organic",NA,"gkg",0.266,30,0.0079615,"moldboard plough","",21.6,923,"subsoil","cereal","cereal","legume","legume",38.1,32.2,29.6,0.52,7.7,1,NA,1,NA,44
"1252",1252,"Hass",593,"10.1002/ldr.2345","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"Asia",0,1,0,0,0,0,"Pakistan","direct",1,0,"pom fraction",0,"POC",0.6025021429,0.6839705238,0.06584170331,0.07474460437,1,1.4,1.4,1.2652545,1.4363381,NA,NA,NA,15,30,"subsoil",0,1,0,"Alfisols",1,0,0,0,0,0,NA,38.1,32.2,29.6,0.52,7.7,NA,"summer",0,1,0,0,"Pir Mehr Ali Shah-Arid Agriculture University",33.6333333,73.08333333,"wheat",1,0,0,0,0,1,"sorghum",1,0,0,0,0,0,0,NA,NA,NA,NA,"winter",0,0,0,1,0,1,1,3,"conventional",1,0,NA,"organic",NA,"gkg",0.127,14,0.0079615,"moldboard plough","",21.6,923,"subsoil","cereal","cereal","grass","grass",38.1,32.2,29.6,0.52,7.7,1,NA,1,NA,44
"1253",1253,"Hass",594,"10.1002/ldr.2345","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"Asia",0,1,0,0,0,0,"Pakistan","direct",1,0,"pom fraction",0,"POC",0.6922562381,0.2538315714,0.07565007093,0.02773882751,1,1.4,1.4,1.4537381,0.5330463,NA,NA,NA,15,30,"subsoil",0,1,0,"Alfisols",1,0,0,0,0,0,NA,38.1,32.2,29.6,0.52,7.7,NA,"summer",0,1,0,0,"Pir Mehr Ali Shah-Arid Agriculture University",33.6333333,73.08333333,"wheat",1,0,0,0,0,1,"mungbean",0,1,0,0,0,0,0,NA,NA,NA,NA,"winter",0,0,0,1,0,1,1,3,"reduced or no-till",0,1,NA,"organic",NA,"gkg",-1.003,-63,0.0079615,"","",21.6,923,"subsoil","cereal","cereal","legume","legume",38.1,32.2,29.6,0.52,7.7,1,NA,1,NA,44
"1254",1254,"Hass",595,"10.1002/ldr.2345","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"Asia",0,1,0,0,0,0,"Pakistan","direct",1,0,"pom fraction",0,"POC",0.6922562381,0.5085845714,0.07565007093,0.05557834915,1,1.4,1.4,1.4537381,1.0680276,NA,NA,NA,15,30,"subsoil",0,1,0,"Alfisols",1,0,0,0,0,0,NA,38.1,32.2,29.6,0.52,7.7,NA,"summer",0,1,0,0,"Pir Mehr Ali Shah-Arid Agriculture University",33.6333333,73.08333333,"wheat",1,0,0,0,0,1,"sorghum",1,0,0,0,0,0,0,NA,NA,NA,NA,"winter",0,0,0,1,0,1,1,3,"reduced or no-till",0,1,NA,"organic",NA,"gkg",-0.308,-27,0.0079615,"","",21.6,923,"subsoil","cereal","cereal","grass","grass",38.1,32.2,29.6,0.52,7.7,1,NA,1,NA,44
"1255",1255,"Hass",596,"10.1002/ldr.2345","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"Asia",0,1,0,0,0,0,"Pakistan","direct",1,0,"pom fraction",0,"POC",0.4541154143,0.6349206667,0.04962593533,0.06938441407,1,1.4,1.4,0.95364237,1.3333334,NA,NA,NA,15,30,"subsoil",0,1,0,"Alfisols",1,0,0,0,0,0,NA,38.1,32.2,29.6,0.52,7.7,NA,"winter",0,0,0,1,"Pir Mehr Ali Shah-Arid Agriculture University",33.6333333,73.08333333,"wheat",1,0,0,0,0,1,"mungbean",0,1,0,0,0,0,0,NA,NA,NA,NA,"winter",0,0,0,1,0,1,2,3,"conventional",1,0,NA,"organic",NA,"gkg",0.335,40,0.0079615,"tine cultivator","",21.6,923,"subsoil","cereal","cereal","legume","legume",38.1,32.2,29.6,0.52,7.7,1,NA,2,NA,44
"1256",1256,"Hass",597,"10.1002/ldr.2345","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"Asia",0,1,0,0,0,0,"Pakistan","direct",1,0,"pom fraction",0,"POC",0.4541154143,0.4583201905,0.04962593533,0.05008543515,1,1.4,1.4,0.95364237,0.9624724,NA,NA,NA,15,30,"subsoil",0,1,0,"Alfisols",1,0,0,0,0,0,NA,38.1,32.2,29.6,0.52,7.7,NA,"winter",0,0,0,1,"Pir Mehr Ali Shah-Arid Agriculture University",33.6333333,73.08333333,"wheat",1,0,0,0,0,1,"sorghum",1,0,0,0,0,0,0,NA,NA,NA,NA,"winter",0,0,0,1,0,1,2,3,"conventional",1,0,NA,"organic",NA,"gkg",0.009,1,0.0079615,"tine cultivator","",21.6,923,"subsoil","cereal","cereal","grass","grass",38.1,32.2,29.6,0.52,7.7,1,NA,2,NA,44
"1257",1257,"Hass",598,"10.1002/ldr.2345","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"Asia",0,1,0,0,0,0,"Pakistan","direct",1,0,"pom fraction",0,"POC",0.8642235714,1.199732286,0.09444273793,0.1311072801,1,1.4,1.4,1.8148695,2.5194378,NA,NA,NA,15,30,"subsoil",0,1,0,"Alfisols",1,0,0,0,0,0,NA,38.1,32.2,29.6,0.52,7.7,NA,"winter",0,0,0,1,"Pir Mehr Ali Shah-Arid Agriculture University",33.6333333,73.08333333,"wheat",1,0,0,0,0,1,"mungbean",0,1,0,0,0,0,0,NA,NA,NA,NA,"winter",0,0,0,1,0,1,2,3,"conventional",1,0,NA,"organic",NA,"gkg",0.328,39,0.0079615,"moldboard plough","",21.6,923,"subsoil","cereal","cereal","legume","legume",38.1,32.2,29.6,0.52,7.7,1,NA,2,NA,44
"1258",1258,"Hass",599,"10.1002/ldr.2345","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"Asia",0,1,0,0,0,0,"Pakistan","direct",1,0,"pom fraction",0,"POC",0.8642235714,1.091242952,0.09444273793,0.1192515173,1,1.4,1.4,1.8148695,2.2916102,NA,NA,NA,15,30,"subsoil",0,1,0,"Alfisols",1,0,0,0,0,0,NA,38.1,32.2,29.6,0.52,7.7,NA,"winter",0,0,0,1,"Pir Mehr Ali Shah-Arid Agriculture University",33.6333333,73.08333333,"wheat",1,0,0,0,0,1,"sorghum",1,0,0,0,0,0,0,NA,NA,NA,NA,"winter",0,0,0,1,0,1,2,3,"conventional",1,0,NA,"organic",NA,"gkg",0.233,26,0.0079615,"moldboard plough","",21.6,923,"subsoil","cereal","cereal","grass","grass",38.1,32.2,29.6,0.52,7.7,1,NA,2,NA,44
"1259",1259,"Hass",600,"10.1002/ldr.2345","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"Asia",0,1,0,0,0,0,"Pakistan","direct",1,0,"pom fraction",0,"POC",0.6152025714,0.3135167143,0.06722961182,0.03426124659,1,1.4,1.4,1.2919254,0.6583851,NA,NA,NA,15,30,"subsoil",0,1,0,"Alfisols",1,0,0,0,0,0,NA,38.1,32.2,29.6,0.52,7.7,NA,"winter",0,0,0,1,"Pir Mehr Ali Shah-Arid Agriculture University",33.6333333,73.08333333,"wheat",1,0,0,0,0,1,"mungbean",0,1,0,0,0,0,0,NA,NA,NA,NA,"winter",0,0,0,1,0,1,2,3,"reduced or no-till",0,1,NA,"organic",NA,"gkg",-0.674,-49,0.0079615,"","",21.6,923,"subsoil","cereal","cereal","legume","legume",38.1,32.2,29.6,0.52,7.7,1,NA,2,NA,44
"1260",1260,"Hass",601,"10.1002/ldr.2345","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"Asia",0,1,0,0,0,0,"Pakistan","direct",1,0,"pom fraction",0,"POC",0.6152025714,0.5826678571,0.06722961182,0.06367420371,1,1.4,1.4,1.2919254,1.2236025,NA,NA,NA,15,30,"subsoil",0,1,0,"Alfisols",1,0,0,0,0,0,NA,38.1,32.2,29.6,0.52,7.7,NA,"winter",0,0,0,1,"Pir Mehr Ali Shah-Arid Agriculture University",33.6333333,73.08333333,"wheat",1,0,0,0,0,1,"sorghum",1,0,0,0,0,0,0,NA,NA,NA,NA,"winter",0,0,0,1,0,1,2,3,"reduced or no-till",0,1,NA,"organic",NA,"gkg",-0.054,-5,0.0079615,"","",21.6,923,"subsoil","cereal","cereal","grass","grass",38.1,32.2,29.6,0.52,7.7,1,NA,2,NA,44
"1261",1261,"Isla",640,"10.1080/00103624.2021.1872594","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"North America",0,0,0,0,1,0,"USA","direct",1,0,"pom fraction",0,"POC",0.00063,0.00075,6.884668142e-05,8.196033503e-05,1,1.42,1.37,NA,NA,NA,NA,NA,15,30,"subsoil",0,1,0,"Alfisols",1,0,0,0,0,0,NA,15,64,21,NA,NA,NA,"fall",0,0,1,0,"Russell Larson Research Farm",41.2010833,-78.62663889,"corn,soybean",0,0,1,0,0,2,"rye",1,0,0,0,0,0,0,NA,NA,NA,NA,"winter",0,0,0,1,0,1,7,3,"reduced or no-till",0,1,83.5,"both",NA,"gkg",0.174,19,0.0079615,"gypsum added","",7.4,1108,"subsoil","cereal+legume","cereal+legume","grass","grass",15,64,21,NA,NA,1,NA,7,83.5,45
"1262",1262,"Isla",641,"10.1080/00103624.2021.1872594","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"North America",0,0,0,0,1,0,"USA","direct",1,0,"pom fraction",0,"POC",0.00101,0.00099,0.0001103732512,0.0001081876422,1,1.42,1.37,NA,NA,NA,NA,NA,15,30,"subsoil",0,1,0,"Alfisols",1,0,0,0,0,0,NA,15,64,21,NA,NA,NA,"fall",0,0,1,0,"Russell Larson Research Farm",41.2010833,-78.62663889,"corn,soybean",0,0,1,0,0,2,"rye",1,0,0,0,0,0,0,NA,NA,NA,NA,"winter",0,0,0,1,0,1,7,3,"reduced or no-till",0,1,83.5,"both",NA,"gkg",-0.02,-2,0.0079615,"gypsum added","",7.4,1108,"subsoil","cereal+legume","cereal+legume","grass","grass",15,64,21,NA,NA,1,NA,7,83.5,45
"1277",1277,"Chen",260,"10.1016/j.agee.2016.03.009","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"Asia",0,1,0,0,0,0,"China","direct",1,0,"pom fraction",0,"POC",4.19,4.38,0.2059496,0.3295194,NA,1.17,1.16,NA,NA,NA,NA,NA,20,30,"subsoil",0,1,0,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"fall",0,0,1,0,"China Rice Research Institute",30.3,120.2,"rice",1,0,0,0,0,1,"oilseed rape",0,0,0,1,0,0,0,2.55346,0.71146,1.842,NA,"winter",0,0,0,1,0,1,11,3,"conventional",1,0,225,"organic",75,"gkg",0.044,5,0.002692,"""most of the rice straw was removed after the harvest of
summer rice""","",16.8,1353,"subsoil","cereal","cereal","brassica","brassica",NA,NA,NA,NA,NA,1,1.842,11,225,39
"1278",1278,"Chen",261,"10.1016/j.agee.2016.03.009","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"Asia",0,1,0,0,0,0,"China","direct",1,0,"pom fraction",0,"POC",4.19,4.24,0.2059496,0.7392144,NA,1.17,1.11,NA,NA,NA,NA,NA,20,30,"subsoil",0,1,0,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"fall",0,0,1,0,"China Rice Research Institute",30.3,120.2,"rice",1,0,0,0,0,1,"wheat",1,0,0,0,0,0,0,4.06148,0.81448,3.247,NA,"winter",0,0,0,1,0,1,11,3,"conventional",1,0,225,"organic",75,"gkg",0.012,1,0.0109372,"""most of the rice straw was removed after the harvest of
summer rice""","",16.8,1353,"subsoil","cereal","cereal","grass","grass",NA,NA,NA,NA,NA,1,3.247,11,225,39
"1279",1279,"deCa",335,"10.1590/S0100-06832011000300016","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Brazil","direct",1,0,"pom fraction",0,"POC",0.3601532567,0.2206405694,0.03935770877,0.02411169998,1,1.305,1.405,0.47,0.31,NA,NA,NA,20,30,"subsoil",0,1,0,"Oxisols",0,0,0,1,0,0,"0-20",NA,NA,NA,NA,4.5,"water","fall",0,0,1,0,"FUNDACEP",-28.6,-53.66666667,"wheat, soybean",0,0,1,0,0,2,"oat",1,0,0,0,0,0,0,NA,NA,NA,NA,"winter",0,0,0,1,0,1,19,3,"conventional",1,0,60,NA,NA,"gkg",-0.49,-39,0.0079615,"","",19.3,1752,"subsoil","cereal+legume","cereal+legume","grass","grass",NA,NA,NA,NA,4.5,1,NA,19,60,9
"1280",1280,"deCa",336,"10.1590/S0100-06832011000300016","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Brazil","direct",1,0,"pom fraction",0,"POC",0.2205323194,0.3494423792,0.02409987037,0.03818721929,1,1.315,1.345,0.29,0.47,NA,NA,NA,20,30,"subsoil",0,1,0,"Oxisols",0,0,0,1,0,0,"0-20",NA,NA,NA,NA,4.5,"water","fall",0,0,1,0,"FUNDACEP",-28.6,-53.66666667,"wheat, soybean",0,0,1,0,0,2,"oat",1,0,0,0,0,0,0,NA,NA,NA,NA,"winter",0,0,0,1,0,1,19,3,"reduced or no-till",0,1,60,NA,NA,"gkg",0.46,58,0.0079615,"","",19.3,1752,"subsoil","cereal+legume","cereal+legume","grass","grass",NA,NA,NA,NA,4.5,1,NA,19,60,9
"1294",1294,"deOl",367,"10.1590/18069657rbcs20150105","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Brazil","direct",1,0,"pom fraction",0,"POC",1.64,1.69,0.1792199326,0.1846839549,1,1.66,1.66,NA,NA,NA,NA,NA,20,40,NA,0,0,0,"Oxisols",0,0,0,1,0,0,"0-20",90,1.65,8.35,NA,5.85,"water","spring",1,0,0,0,"Rio Real",-11.4644444,-37.93638889,"orange tree",0,0,0,0,1,1,"brachiaria",1,0,0,0,0,0,0,NA,NA,NA,NA,"winter",0,0,0,1,0,1,1,3,"conventional",1,0,NA,NA,NA,"gkg",0.03,3,0.0079615,"","",24.1,946,NA,"perennial","perennial","grass","grass",90,1.65,8.35,NA,5.85,1,NA,1,NA,34
"1295",1295,"deOl",368,"10.1590/18069657rbcs20150105","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Brazil","direct",1,0,"pom fraction",0,"POC",1.64,1.44,0.1792199326,0.1573638432,1,1.66,1.66,NA,NA,NA,NA,NA,20,40,NA,0,0,0,"Oxisols",0,0,0,1,0,0,"0-20",90,1.65,8.35,NA,5.85,"water","spring",1,0,0,0,"Rio Real",-11.4644444,-37.93638889,"orange tree",0,0,0,0,1,1,"millet",1,0,0,0,0,0,0,NA,NA,NA,NA,"winter",0,0,0,1,0,1,1,3,"conventional",1,0,NA,NA,NA,"gkg",-0.13,-12,0.0079615,"","",24.1,946,NA,"perennial","perennial","grass","grass",90,1.65,8.35,NA,5.85,1,NA,1,NA,34
"1296",1296,"deOl",369,"10.1590/18069657rbcs20150105","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Brazil","direct",1,0,"pom fraction",0,"POC",1.64,1.65,0.1792199326,0.1803127371,1,1.66,1.66,NA,NA,NA,NA,NA,20,40,NA,0,0,0,"Oxisols",0,0,0,1,0,0,"0-20",90,1.65,8.35,NA,5.85,"water","spring",1,0,0,0,"Rio Real",-11.4644444,-37.93638889,"orange tree",0,0,0,0,1,1,"jack bean",0,1,0,0,0,0,0,NA,NA,NA,NA,"winter",0,0,0,1,0,1,1,3,"conventional",1,0,NA,NA,NA,"gkg",0.006,1,0.0079615,"","",24.1,946,NA,"perennial","perennial","legume","legume",90,1.65,8.35,NA,5.85,1,NA,1,NA,34
"1297",1297,"deOl",370,"10.1590/18069657rbcs20150105","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Brazil","direct",1,0,"pom fraction",0,"POC",1.64,1.72,0.1792199326,0.1879623683,1,1.66,1.66,NA,NA,NA,NA,NA,20,40,NA,0,0,0,"Oxisols",0,0,0,1,0,0,"0-20",90,1.65,8.35,NA,5.85,"water","spring",1,0,0,0,"Rio Real",-11.4644444,-37.93638889,"orange tree",0,0,0,0,1,1,"jack bean, millet",0,0,1,0,0,0,0,NA,NA,NA,NA,"winter",0,0,0,1,0,2,1,3,"conventional",1,0,NA,NA,NA,"gkg",0.048,5,0.0079615,"","",24.1,946,NA,"perennial","perennial","grass+legume","grass+legume",90,1.65,8.35,NA,5.85,2,NA,1,NA,34
"1298",1298,"Guim",550,"10.1016/j.still.2020.104863","other solution",0,1,0,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Brazil","direct",1,0,"pom fraction",0,"POC",0.53,0.96,0.05791863675,0.1049092288,1,1.4938575,1.4435983,NA,NA,NA,NA,NA,20,40,NA,0,0,0,"Inceptisols",0,1,0,0,0,0,"0-20",40.75,19.5,39.75,1.06,5.35,NA,"winter",0,0,0,1,"Lavras",-21.2393889,-44.96905556,"olive",0,0,0,0,1,1,"jack bean",0,1,0,0,0,0,0,NA,NA,NA,NA,"year-round",0,0,0,0,1,1,3,3,NA,0,0,31.26,"inorganic",NA,"gkg",0.594,81,0.0079615,"","",20,1519,NA,"perennial","perennial","legume","legume",40.75,19.5,39.75,1.06,5.35,1,NA,3,31.26,24
"1299",1299,"Guim",551,"10.1016/j.still.2020.104863","other solution",0,1,0,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Brazil","direct",1,0,"pom fraction",0,"POC",0.53,1.16,0.05791863675,0.1267653182,1,1.4938575,1.527756,NA,NA,NA,NA,NA,20,40,NA,0,0,0,"Inceptisols",0,1,0,0,0,0,"0-20",40.75,19.5,39.75,1.06,5.35,NA,"winter",0,0,0,1,"Lavras",-21.2393889,-44.96905556,"olive",0,0,0,0,1,1,"pearl millet, brown hemp",0,0,1,0,0,0,0,NA,NA,NA,NA,"year-round",0,0,0,0,1,2,3,3,NA,0,0,31.26,"inorganic",NA,"gkg",0.783,119,0.0079615,"","",20,1519,NA,"perennial","perennial","grass+legume","grass+legume",40.75,19.5,39.75,1.06,5.35,2,NA,3,31.26,24
"1300",1300,"Guim",552,"10.1016/j.still.2020.104863","other solution",0,1,0,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Brazil","direct",1,0,"pom fraction",0,"POC",0.538873353,0.9628717352,0.05888832074,0.1052230533,1,1.4938575,1.4435983,1.61,2.78,NA,NA,NA,20,40,NA,0,0,0,"Inceptisols",0,1,0,0,0,0,"0-20",40.75,19.5,39.75,1.06,5.35,NA,"winter",0,0,0,1,"Lavras",-21.2393889,-44.96905556,"olive",0,0,0,0,1,1,"jack bean",0,1,0,0,0,0,0,NA,NA,NA,NA,"year-round",0,0,0,0,1,1,3,3,NA,0,0,31.26,"inorganic",NA,"gkg",0.58,79,0.0079615,"","",20,1519,NA,"perennial","perennial","legume","legume",40.75,19.5,39.75,1.06,5.35,1,NA,3,31.26,24
"1301",1301,"Guim",553,"10.1016/j.still.2020.104863","other solution",0,1,0,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Brazil","direct",1,0,"pom fraction",0,"POC",0.538873353,1.158561969,0.05888832074,0.1266081695,1,1.4938575,1.527756,1.61,3.54,NA,NA,NA,20,40,NA,0,0,0,"Inceptisols",0,1,0,0,0,0,"0-20",40.75,19.5,39.75,1.06,5.35,NA,"winter",0,0,0,1,"Lavras",-21.2393889,-44.96905556,"olive",0,0,0,0,1,1,"pearl millet, brown hemp",0,0,1,0,0,0,0,NA,NA,NA,NA,"year-round",0,0,0,0,1,2,3,3,NA,0,0,31.26,"inorganic",NA,"gkg",0.765,115,0.0079615,"","",20,1519,NA,"perennial","perennial","grass+legume","grass+legume",40.75,19.5,39.75,1.06,5.35,2,NA,3,31.26,24
"1302",1302,"Sala",1078,"10.36783/18069657rbcs20200103","glass beads",0,0,1,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Argentina","direct",1,0,"pom fraction",1,"POC",0.9,0.8,0.5,0.25,NA,NA,NA,NA,NA,NA,NA,NA,20,40,NA,0,0,0,"Mollisols",0,0,1,0,0,0,"0-20",18.25,57.75,23.75,NA,NA,NA,"spring",1,0,0,0,"Pergamino Experimental Station",-33.85,-60.66666667,"soybean",0,1,0,0,0,1,"oat,vetch",0,0,1,0,0,0,0,NA,NA,NA,NA,"winter",0,0,0,1,0,2,31,3,"reduced or no-till",0,1,0,NA,NA,"gkg",-0.118,-11,0.1354327,"","",16.3,943,NA,"legume","legume","grass+legume","grass+legume",18.25,57.75,23.75,NA,NA,2,NA,31,0,17
"1318",1318,"Dube",397,"10.1016/j.still.2012.02.008","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"Africa",1,0,0,0,0,0,"South Africa","direct",1,0,"pom fraction",0,"POC",3.3588006,4.3496866,0.4270437,0.4203134,NA,NA,NA,NA,NA,NA,NA,NA,20,50,NA,0,0,0,"Inceptisols",0,1,0,0,0,0,NA,64.2,16,19.8,0.58,6.1,NA,"fall",0,0,1,0,"University of Fort Hare
research farm",-32.7666667,26.83333333,"corn",1,0,0,0,0,1,"oat or vetch",0,0,1,0,0,0,0,NA,NA,3.706498659,NA,"winter",0,0,0,1,0,1,4,3,"reduced or no-till",0,1,30,NA,NA,"gkg",0.259,30,0.0085008,"","",17.1,639,NA,"cereal","cereal","grass+legume","grass+legume",64.2,16,19.8,0.58,6.1,1,3.706498659,4,30,22
"1319",1319,"Dube",400,"10.1016/j.still.2012.02.008","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"Africa",1,0,0,0,0,0,"South Africa","direct",1,0,"pom fraction",1,"POC",3.30894994,4.3875447,0.262768495,0.22992259,NA,NA,NA,NA,NA,NA,NA,NA,20,50,NA,0,0,0,"Inceptisols",0,1,0,0,0,0,NA,64.2,16,19.8,0.58,6.1,NA,"fall",0,0,1,0,"University of Fort Hare
research farm",-32.7666667,26.83333333,"corn",1,0,0,0,0,1,"oat or vetch",0,0,1,0,0,0,0,NA,NA,3.706498659,NA,"winter",0,0,0,1,0,1,4,3,"reduced or no-till",0,1,30,NA,NA,"gkg",0.282,33,0.0030174,"","",17.1,639,NA,"cereal","cereal","grass+legume","grass+legume",64.2,16,19.8,0.58,6.1,1,3.706498659,4,30,22
