"","X.1","X","StudyID","Obs.ID","DOI","DispersingAgent","DispersingAgent.SodiumHex","DispersingAgent.OtherSolution","DispersingAgent.GlassBeads","DispersingAgent.Sonication","DispersingAgent.Combo","FractionationMethod","FractionationMethod.Size","FractionationMethod.Density","FractionationMethod.SizeAndDensity","Continent","Continent.Africa","Continent.Asia","Continent.Australia","Continent.Europe","Continent.NorthAmerica","Continent.SouthAmerica","country","ResponseCalc","ResponseCalc.Direct","ResponseCalc.Indirect","rv.type","summed","rv","mean.control.in.g.kg.1","mean.treatment.in.g.kg.1","sd.control.in.g.kg..1","sd.treatment.in.g.kg.1","sd.imputed.in.g.kg.1","control.BD..Mg.m.3.","treat.BD..Mg.m.3.","mean.control.in.Mg.ha.1","mean.treatment.in.Mg.ha.1","sd.control.in.Mg.ha.1","sd.treatment.in.Mg.ha.1","sd.imputed.in.Mg.ha.1","depth.upper.limit..cm.","depth.lower.limit..cm.","depth.type","depth.surface","depth.subsoil","depth.deepsoil","soilorder","soilorder.Alfisols","soilorder.Inceptisols","soilorder.Mollisols","soilorder.Oxisols","soilorder.Spodosols","soilorder.Ultisols","Baseline.depth..cm.","Baseline...sand","Baseline...silt","Baseline...clay","Baseline.TOC..","Baseline.pH","pH.method","SoilCollectionSeason","SoilCollectionSeason.spring","SoilCollectionSeason.summer","SoilCollectionSeason.fall","SoilCollectionSeason.winter","location.name","lat.decimal","long.decimal","maincrop","maincrop.cereal","maincrop.legume","maincrop.cereallegume","maincrop.otherrowcrop","maincrop.perennial","number.of.crop.species.in.control","cover.crop.added","ccadded.grass","ccadded.legume","ccadded.grasslegume","ccadded.brassica","ccadded.grassbrassica","ccadded.legumebrassica","ccadded.grasslegumebrassica","total.C.inputs.cover.crops..Mg.ha.1.yr.1.","bg.C.inputs.cover.crops..Mg.ha.1.yr.1.","ag.C.inputs.cover.crops..Mg.ha.1.yr.1.","ag.C.inputs.fallow..Mg.ha.1.yr.1.","ccseason","ccseason.spring","ccseason.summer","ccseason.fall","ccseason.winter","ccseason.yearround","number.crop.species.added","duration..yr.","reps","tillage","tillage.conventional","tillage.reducednotill","N.fertilization.rate..kg.ha.1.yr.1.","N.type","residue.removal....","logRR.type","logRR","percent.change","var","Further.notes","Further.notes.2","Temp","Prec","comp","depth","maincrop.category","cropping.system","cover.crop.category","cover.crop","sand","silt","clay","toc","ph","species.added","ag.C.inputs","duration","nfert","StudyNum"
"135",160,208,"Cres",312,"10.1016/j.catena.2021.105145","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Argentina","direct",1,0,"total organic matter",0,"SOC",NA,NA,NA,NA,NA,NA,NA,7.63,10.42,0.7967433715,0.2944486373,NA,0,5,"surface",1,0,0,"Mollisols",0,0,1,0,0,0,"0-20",65.03,21.8,13.17,NA,6,"water","fall",0,0,1,0,"General Villegas (site 4)",-34.8741667,-62.75888889,"soybean",0,1,0,0,0,1,"rye",1,0,0,0,0,0,0,3.88,NA,NA,NA,"winter","0","0",0,"1","0",1,10,3,"reduced or no-till",0,1,46,"organic",NA,"mgha",0.312,37,0.0039009,"","",16.2,745,"cc vs. fallow","surface","legume","legume","grass","grass",65.03,21.8,13.17,NA,6,1,NA,10,46,18
"136",163,211,"Duva",425,"10.1016/j.still.2016.04.006","glass beads",0,0,1,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Argentina","direct",1,0,"total organic matter",0,"SOC",19.4,25.5,2.120040666,2.786651391,1,1.33,1.33,NA,NA,NA,NA,NA,0,5,"surface",1,0,0,"Mollisols",0,0,1,0,0,0,"0-25",10.2,69.9,19.9,1.66,NA,NA,NA,0,0,0,0,"Santa Fe",-32.9558333,-61.305,"soybean",0,1,0,0,0,1,"wheat",1,0,0,0,0,0,0,NA,NA,3.25,NA,"winter","0","0",0,"1","0",1,5,3,"reduced or no-till",0,1,0,NA,NA,"gkg",0.273,31,0.0079615,"wheat and oat fertilized with 51 kg N ha-1 as urea","",16.8,927,"cc vs. fallow","surface","legume","legume","grass","grass",10.2,69.9,19.9,1.66,NA,1,3.25,5,0,7
"137",164,212,"Duva",426,"10.1016/j.still.2016.04.006","glass beads",0,0,1,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Argentina","direct",1,0,"total organic matter",0,"SOC",19.4,24.3,2.120040666,2.655514855,1,1.33,1.33,NA,NA,NA,NA,NA,0,5,"surface",1,0,0,"Mollisols",0,0,1,0,0,0,"0-25",10.2,69.9,19.9,1.66,NA,NA,NA,0,0,0,0,"Santa Fe",-32.9558333,-61.305,"soybean",0,1,0,0,0,1,"oat",1,0,0,0,0,0,0,NA,NA,3.27,NA,"winter","0","0",0,"1","0",1,5,3,"reduced or no-till",0,1,0,NA,NA,"gkg",0.225,25,0.0079615,"wheat and oat fertilized with 51 kg N ha-1 as urea","",16.8,927,"cc vs. fallow","surface","legume","legume","grass","grass",10.2,69.9,19.9,1.66,NA,1,3.27,5,0,7
"138",165,213,"Duva",427,"10.1016/j.still.2016.04.006","glass beads",0,0,1,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Argentina","direct",1,0,"total organic matter",0,"SOC",19.4,24.5,2.120040666,2.677370944,1,1.33,1.33,NA,NA,NA,NA,NA,0,5,"surface",1,0,0,"Mollisols",0,0,1,0,0,0,"0-25",10.2,69.9,19.9,1.66,NA,NA,NA,0,0,0,0,"Santa Fe",-32.9558333,-61.305,"soybean",0,1,0,0,0,1,"oat, vetch",0,0,1,0,0,0,0,NA,NA,2.68,NA,"winter","0","0",0,"1","0",2,5,3,"reduced or no-till",0,1,0,NA,NA,"gkg",0.233,26,0.0079615,"wheat and oat fertilized with 51 kg N ha-1 as urea","",16.8,927,"cc vs. fallow","surface","legume","legume","grass+legume","grass+legume",10.2,69.9,19.9,1.66,NA,2,2.68,5,0,7
"139",166,214,"Duva",428,"10.1016/j.still.2016.04.006","glass beads",0,0,1,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Argentina","direct",1,0,"total organic matter",0,"SOC",19.4,22.5,2.120040666,2.458810051,1,1.33,1.33,NA,NA,NA,NA,NA,0,5,"surface",1,0,0,"Mollisols",0,0,1,0,0,0,"0-25",10.2,69.9,19.9,1.66,NA,NA,NA,0,0,0,0,"Santa Fe",-32.9558333,-61.305,"soybean",0,1,0,0,0,1,"vetch",0,1,0,0,0,0,0,NA,NA,1.75,NA,"winter","0","0",0,"1","0",1,5,3,"reduced or no-till",0,1,0,NA,NA,"gkg",0.148,16,0.0079615,"wheat and oat fertilized with 51 kg N ha-1 as urea","",16.8,927,"cc vs. fallow","surface","legume","legume","legume","legume",10.2,69.9,19.9,1.66,NA,1,1.75,5,0,7
"140",167,215,"Garc13",515,"10.2136/sssaj2012.0310","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Brazil","direct",1,0,"total organic matter",0,"SOC",15.3,20.4,1.671990835,2.229321113,1,1.33,1.29,NA,NA,NA,NA,NA,0,5,"surface",1,0,0,"Oxisols",0,0,0,1,0,0,"0-20",46.2,9.95,43.85,1.81,5.3,"CaCl2","spring",1,0,0,0,"Botucatu",-22.8166667,-48.41666639,"soybean",0,1,0,0,0,1,"sorghum-sudangrass",1,0,0,0,0,0,0,NA,NA,2.8305,NA,"spring","1","0",0,"0","0",2,3,12,"reduced or no-till",0,1,0,NA,NA,"gkg",0.288,33,0.0019904,"","",20.6,1283,"cc vs. fallow","surface","legume","legume","grass","grass",46.2,9.95,43.85,1.81,5.3,2,2.8305,3,0,20
"141",168,216,"Garc13",516,"10.2136/sssaj2012.0310","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Brazil","direct",1,0,"total organic matter",0,"SOC",15.3,20.1,1.671990835,2.196536979,1,1.33,1.3,NA,NA,NA,NA,NA,0,5,"surface",1,0,0,"Oxisols",0,0,0,1,0,0,"0-20",46.2,9.95,43.85,1.81,5.3,"CaCl2","spring",1,0,0,0,"Botucatu",-22.8166667,-48.41666639,"soybean",0,1,0,0,0,1,"sunhemp",0,1,0,0,0,0,0,NA,NA,1.19475,NA,"spring","1","0",0,"0","0",1,3,12,"reduced or no-till",0,1,0,NA,NA,"gkg",0.273,31,0.0019904,"","",20.6,1283,"cc vs. fallow","surface","legume","legume","legume","legume",46.2,9.95,43.85,1.81,5.3,1,1.19475,3,0,20
"142",169,217,"Garc13",517,"10.2136/sssaj2012.0310","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Brazil","direct",1,0,"total organic matter",0,"SOC",15.3,19.9,1.671990835,2.174680889,1,1.33,1.29,NA,NA,NA,NA,NA,0,5,"surface",1,0,0,"Oxisols",0,0,0,1,0,0,"0-20",46.2,9.95,43.85,1.81,5.3,"CaCl2","spring",1,0,0,0,"Botucatu",-22.8166667,-48.41666639,"soybean",0,1,0,0,0,1,"millet",1,0,0,0,0,0,0,NA,NA,3.132,NA,"spring","1","0",0,"0","0",1,3,12,"reduced or no-till",0,1,0,NA,NA,"gkg",0.263,30,0.0019904,"","",20.6,1283,"cc vs. fallow","surface","legume","legume","grass","grass",46.2,9.95,43.85,1.81,5.3,1,3.132,3,0,20
"143",170,218,"Garc18",527,"10.1016/j.scitotenv.2017.11.240","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"Europe",0,0,0,1,0,0,"Spain","direct",1,0,"total organic matter",0,"SOC",11.6480219,9.802426761,1.272901036,1.071213575,1,1.37,1.42,7.978895,6.959723,NA,NA,NA,0,5,"surface",1,0,0,"Alfisols",1,0,0,0,0,0,NA,49,24.13,26.88,0.69,NA,NA,"summer",0,1,0,0,"Belmonte de Tajo",40.2552778,-3.335277778,"grapevine",0,0,0,0,1,1,"brachypodium",1,0,0,0,0,0,0,NA,NA,NA,NA,"year-round","0","0",0,"0","1",1,3,12,"reduced or no-till",0,1,NA,NA,NA,"gkg",-0.173,-16,0.0019904,"","",13.7,440,"cc vs. fallow","surface","perennial","perennial","grass","grass",49,24.13,26.88,0.69,NA,1,NA,3,NA,8
"144",171,219,"Guim",554,"10.1016/j.still.2020.104863","other solution",0,1,0,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Brazil","direct",1,0,"total organic matter",0,"SOC",10.77,12.62,1.176950411,1.379119237,1,1.3366693,1.3359134,NA,NA,NA,NA,NA,0,5,"surface",1,0,0,"Inceptisols",0,1,0,0,0,0,"0-20",40.75,19.5,39.75,1.06,5.35,NA,"winter",0,0,0,1,"Lavras",-21.2393889,-44.96905556,"olive",0,0,0,0,1,1,"jack bean",0,1,0,0,0,0,0,NA,NA,NA,NA,"year-round","0","0",0,"0","1",1,3,3,NA,0,0,31.26,"inorganic",NA,"gkg",0.159,17,0.0079615,"","",20,1519,"cc vs. fallow","surface","perennial","perennial","legume","legume",40.75,19.5,39.75,1.06,5.35,1,NA,3,31.26,21
"145",172,220,"Guim",555,"10.1016/j.still.2020.104863","other solution",0,1,0,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Brazil","direct",1,0,"total organic matter",0,"SOC",10.77,12.55,1.176950411,1.371469606,1,1.3366693,1.325188,NA,NA,NA,NA,NA,0,5,"surface",1,0,0,"Inceptisols",0,1,0,0,0,0,"0-20",40.75,19.5,39.75,1.06,5.35,NA,"winter",0,0,0,1,"Lavras",-21.2393889,-44.96905556,"olive",0,0,0,0,1,1,"pearl millet, brown hemp",0,0,1,0,0,0,0,NA,NA,NA,NA,"year-round","0","0",0,"0","1",2,3,3,NA,0,0,31.26,"inorganic",NA,"gkg",0.153,17,0.0079615,"","",20,1519,"cc vs. fallow","surface","perennial","perennial","grass+legume","grass+legume",40.75,19.5,39.75,1.06,5.35,2,NA,3,31.26,21
"146",173,221,"Hang",574,"10.1016/j.still.2007.06.004","other solution",0,1,0,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Argentina","direct",1,0,"total organic matter",0,"SOC",1.6,1.9,0.1748487147,0.2076328487,1,NA,NA,NA,NA,NA,NA,NA,0,5,"surface",1,0,0,"Mollisols",0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,"Manfredi Experimental station",-31.8166667,-63.6,"soybean",0,1,0,0,0,1,"oat",1,0,0,0,0,0,0,NA,NA,NA,NA,"winter","0","0",0,"1","0",1,NA,3,"reduced or no-till",0,1,NA,NA,NA,"gkg",0.172,19,0.0079615,"","",17.2,794,"cc vs. fallow","surface","legume","legume","grass","grass",NA,NA,NA,NA,NA,1,NA,NA,NA,9
"147",174,222,"Hang",575,"10.1016/j.still.2007.06.004","other solution",0,1,0,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Argentina","direct",1,0,"total organic matter",0,"SOC",1.7,1.9,0.1857767594,0.2076328487,1,NA,NA,NA,NA,NA,NA,NA,0,5,"surface",1,0,0,"Mollisols",0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,"Manfredi Experimental station",-31.8166667,-63.6,"soybean, corn",0,0,1,0,0,2,"oat",1,0,0,0,0,0,0,NA,NA,NA,NA,"winter","0","0",0,"1","0",1,NA,3,"reduced or no-till",0,1,NA,NA,NA,"gkg",0.111,12,0.0079615,"","",17.2,794,"cc vs. fallow","surface","cereal+legume","cereal+legume","grass","grass",NA,NA,NA,NA,NA,1,NA,NA,NA,9
"148",175,225,"Mart",773,"10.1111/sum.12547","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Argentina","direct",1,0,"total organic matter",0,"SOC",17.91982406,20.41278195,1.958286378,2.23071793,1,1.33,1.33,11.916683,13.5745,NA,NA,NA,0,5,"surface",1,0,0,"Mollisols",0,0,1,0,0,0,"0-20",NA,NA,NA,1.52,5.8,"water","fall",0,0,1,0,"Santa Fe",-33.25,-61.55,"soybean",0,1,0,0,0,1,"triticale",1,0,0,0,0,0,0,4.175,NA,NA,NA,"winter","0","0",0,"1","0",1,4,3,"reduced or no-till",0,1,0,NA,NA,"gkg",0.13,14,0.0079615,"","",16.5,885,"cc vs. fallow","surface","legume","legume","grass","grass",NA,NA,NA,1.52,5.8,1,NA,4,0,10
"149",176,226,"Mart",774,"10.1111/sum.12547","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Argentina","direct",1,0,"total organic matter",0,"SOC",27.12378268,29.45840945,2.964099087,3.219228144,1,1.27,1.27,17.223602,18.70609,NA,NA,NA,0,5,"surface",1,0,0,"Mollisols",0,0,1,0,0,0,"0-20",NA,NA,NA,2.67,5.4,"water","fall",0,0,1,0,"Balcarce",-37.75,-58.3,"soybean",0,1,0,0,0,1,"oats",1,0,0,0,0,0,0,1.95,NA,NA,NA,"winter","0","0",0,"1","0",1,4,3,"reduced or no-till",0,1,0,NA,NA,"gkg",0.083,9,0.0079615,"","",14,827,"cc vs. fallow","surface","legume","legume","grass","grass",NA,NA,NA,2.67,5.4,1,NA,4,0,10
"150",177,227,"Nasc",904,"10.1016/j.still.2013.02.008","other solution",0,1,0,0,0,"density",0,1,0,"South America",0,0,0,0,0,1,"Brazil","direct",1,0,"total organic matter",0,"SOC",18.7,20.2,2.043544353,2.207465023,1,NA,NA,NA,NA,NA,NA,NA,0,5,"surface",1,0,0,NA,0,0,0,0,0,0,"0-20",NA,NA,NA,1.04,6.25,"water","fall",0,0,1,0,"Santo Antonio de Goias",-16.45,-49.28333333,"rice",1,0,0,0,0,1,"Panicum maximum",1,0,0,0,0,0,0,NA,NA,NA,NA,"year-round","0","0",0,"0","1",1,2,3,"reduced or no-till",0,1,55,"organic",NA,"gkg",0.077,8,0.0079615,"","",22.8,1442,"cc vs. fallow","surface","cereal","cereal","grass","grass",NA,NA,NA,1.04,6.25,1,NA,2,55,11
"151",178,228,"Nasc",905,"10.1016/j.still.2013.02.008","other solution",0,1,0,0,0,"density",0,1,0,"South America",0,0,0,0,0,1,"Brazil","direct",1,0,"total organic matter",0,"SOC",18.7,21.4,2.043544353,2.338601559,1,NA,NA,NA,NA,NA,NA,NA,0,5,"surface",1,0,0,NA,0,0,0,0,0,0,"0-20",NA,NA,NA,1.04,6.25,"water","fall",0,0,1,0,"Santo Antonio de Goias",-16.45,-49.28333333,"rice",1,0,0,0,0,1,"Brachiaria ruziziensis",1,0,0,0,0,0,0,NA,NA,NA,NA,"year-round","0","0",0,"0","1",1,2,3,"reduced or no-till",0,1,55,"organic",NA,"gkg",0.135,14,0.0079615,"","",22.8,1442,"cc vs. fallow","surface","cereal","cereal","grass","grass",NA,NA,NA,1.04,6.25,1,NA,2,55,11
"152",179,229,"Nasc",906,"10.1016/j.still.2013.02.008","other solution",0,1,0,0,0,"density",0,1,0,"South America",0,0,0,0,0,1,"Brazil","direct",1,0,"total organic matter",0,"SOC",18.7,19.9,2.043544353,2.174680889,1,NA,NA,NA,NA,NA,NA,NA,0,5,"surface",1,0,0,NA,0,0,0,0,0,0,"0-20",NA,NA,NA,1.04,6.25,"water","fall",0,0,1,0,"Santo Antonio de Goias",-16.45,-49.28333333,"rice",1,0,0,0,0,1,"Brachiaria brizantha",1,0,0,0,0,0,0,NA,NA,NA,NA,"year-round","0","0",0,"0","1",1,2,3,"reduced or no-till",0,1,55,"organic",NA,"gkg",0.062,6,0.0079615,"","",22.8,1442,"cc vs. fallow","surface","cereal","cereal","grass","grass",NA,NA,NA,1.04,6.25,1,NA,2,55,11
"153",180,230,"Nasc",907,"10.1016/j.still.2013.02.008","other solution",0,1,0,0,0,"density",0,1,0,"South America",0,0,0,0,0,1,"Brazil","direct",1,0,"total organic matter",0,"SOC",18.7,21.1,2.043544353,2.305817425,1,NA,NA,NA,NA,NA,NA,NA,0,5,"surface",1,0,0,NA,0,0,0,0,0,0,"0-20",NA,NA,NA,1.04,6.25,"water","fall",0,0,1,0,"Santo Antonio de Goias",-16.45,-49.28333333,"rice",1,0,0,0,0,1,"millet",1,0,0,0,0,0,0,NA,NA,NA,NA,"year-round","0","0",0,"0","1",1,2,3,"reduced or no-till",0,1,55,"organic",NA,"gkg",0.121,13,0.0079615,"","",22.8,1442,"cc vs. fallow","surface","cereal","cereal","grass","grass",NA,NA,NA,1.04,6.25,1,NA,2,55,11
"154",181,231,"Nasc",908,"10.1016/j.still.2013.02.008","other solution",0,1,0,0,0,"density",0,1,0,"South America",0,0,0,0,0,1,"Brazil","direct",1,0,"total organic matter",0,"SOC",18.5,18.4,2.021688264,2.010760219,1,NA,NA,NA,NA,NA,NA,NA,0,5,"surface",1,0,0,NA,0,0,0,0,0,0,"0-20",NA,NA,NA,1.04,6.25,"water","fall",0,0,1,0,"Santo Antonio de Goias",-16.45,-49.28333333,"rice",1,0,0,0,0,1,"Brachiaria brizantha",1,0,0,0,0,0,0,NA,NA,NA,NA,"year-round","0","0",0,"0","1",1,2,3,"conventional",1,0,55,"organic",NA,"gkg",-0.005,-1,0.0079615,"","",22.8,1442,"cc vs. fallow","surface","cereal","cereal","grass","grass",NA,NA,NA,1.04,6.25,1,NA,2,55,11
"155",182,232,"Neto",936,"10.1016/j.geodrs.2020.e00347","other solution",0,1,0,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Brazil","direct",1,0,"total organic matter",0,"SOC",18.2,17.3,1.98890413,1.890551728,1,1.4,1.3,NA,NA,NA,NA,NA,0,5,"surface",1,0,0,"Oxisols",0,0,0,1,0,0,"0-20",46.9,9.1,44,0.75,4.2,"CaCl2","spring",1,0,0,0,"Botucatu",-22.8166667,-48.38333333,"soybean-corn-rice-common bean",0,0,1,0,0,4,"pearl millet,pigeon pea,sun hemp,lupine bean,sunhemp",0,0,1,0,0,0,0,NA,NA,NA,NA,"winter","0","0",0,"1","0",5,7,4,"reduced or no-till",0,1,NA,NA,NA,"gkg",-0.051,-5,0.0059711,"","",20.6,1283,"cc vs. fallow","surface","cereal+legume","cereal+legume","grass+legume","grass+legume",46.9,9.1,44,0.75,4.2,5,NA,7,NA,12
"156",183,233,"Obry",949,"10.2136/sssaj2017.12.0415","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"North America",0,0,0,0,1,0,"USA","direct",1,0,"total organic matter",0,"SOC",23,23,2.513450274,2.513450274,1,1.1,1.2,NA,NA,NA,NA,NA,0,5,"surface",1,0,0,"Mollisols",0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,"fall",0,0,1,0,"Boone County",42.017584,-93.76448,"corn",1,0,0,0,0,1,"rye",1,0,0,0,0,0,0,NA,NA,NA,NA,"winter","0","0",0,"1","0",1,4,4,"reduced or no-till",0,1,NA,NA,35,"gkg",0,0,0.0059711,"","",8.8,842,"cc vs. fallow","surface","cereal","cereal","grass","grass",NA,NA,NA,NA,NA,1,NA,4,NA,13
"157",184,234,"Roso",1002,"10.1111/sum.12309","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Brazil","direct",1,0,"total organic matter",0,"SOC",15.37,19.95,1.679640466,2.180144912,1,1.35,1.35,NA,NA,NA,NA,NA,0,5,"surface",1,0,0,"Oxisols",0,0,0,1,0,0,"0-20",46.2,9.95,43.85,0.96,5.3,"CaCl2","spring",1,0,0,0,"Botucatu, SP",-22.8166667,-48.41666667,"soybean",0,1,0,0,0,2,"millet",1,0,0,0,0,0,0,3.906765735,1.0892397,2.817526035,NA,"spring","1","0",0,"0","0",1,3,4,"reduced or no-till",0,1,0,NA,NA,"gkg",0.261,30,0.0059711,"sorghum grew in all plots as a winter cover crop","",20.6,1283,"cc vs. fallow","surface","legume","legume","grass","grass",46.2,9.95,43.85,0.96,5.3,1,2.817526035,3,0,22
"158",185,235,"Roso",1003,"10.1111/sum.12309","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Brazil","direct",1,0,"total organic matter",0,"SOC",15.37,20.15,1.679640466,2.202001001,1,1.35,1.35,NA,NA,NA,NA,NA,0,5,"surface",1,0,0,"Oxisols",0,0,0,1,0,0,"0-20",46.2,9.95,43.85,0.96,5.3,"CaCl2","spring",1,0,0,0,"Botucatu, SP",-22.8166667,-48.41666667,"soybean",0,1,0,0,0,2,"sunn hemp",0,1,0,0,0,0,0,1.893090315,0.684063495,1.20902682,NA,"spring","1","0",0,"0","0",1,3,4,"reduced or no-till",0,1,0,NA,NA,"gkg",0.271,31,0.0059711,"sorghum grew in all plots as a winter cover crop","",20.6,1283,"cc vs. fallow","surface","legume","legume","legume","legume",46.2,9.95,43.85,0.96,5.3,1,1.20902682,3,0,22
"159",186,236,"Roso",1004,"10.1111/sum.12309","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Brazil","direct",1,0,"total organic matter",0,"SOC",15.37,20.42,1.679640466,2.231506722,1,1.35,1.35,NA,NA,NA,NA,NA,0,5,"surface",1,0,0,"Oxisols",0,0,0,1,0,0,"0-20",46.2,9.95,43.85,0.96,5.3,"CaCl2","spring",1,0,0,0,"Botucatu, SP",-22.8166667,-48.41666667,"soybean",0,1,0,0,0,2,"cober crop",1,0,0,0,0,0,0,3.94777797,1.045740165,2.902037805,NA,"spring","1","0",0,"0","0",1,3,4,"reduced or no-till",0,1,0,NA,NA,"gkg",0.284,33,0.0059711,"sorghum grew in all plots as a winter cover crop","",20.6,1283,"cc vs. fallow","surface","legume","legume","grass","grass",46.2,9.95,43.85,0.96,5.3,1,2.902037805,3,0,22
"160",187,237,"Roso",1005,"10.1111/sum.12309","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Brazil","direct",1,0,"total organic matter",0,"SOC",15.14074074,19.06666667,1.654586912,2.08361385,1,1.35,1.35,10.22,12.87,NA,NA,NA,0,5,"surface",1,0,0,"Oxisols",0,0,0,1,0,0,"0-20",46.2,9.95,43.85,0.96,5.3,"CaCl2","spring",1,0,0,0,"Botucatu, SP",-22.8166667,-48.41666667,"soybean",0,1,0,0,0,2,"millet",1,0,0,0,0,0,0,3.906765735,1.0892397,2.817526035,NA,"spring","1","0",0,"0","0",1,3,4,"reduced or no-till",0,1,0,NA,NA,"gkg",0.231,26,0.0059711,"sorghum grew in all plots as a winter cover crop","",20.6,1283,"cc vs. fallow","surface","legume","legume","grass","grass",46.2,9.95,43.85,0.96,5.3,1,2.817526035,3,0,22
"161",188,238,"Roso",1006,"10.1111/sum.12309","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Brazil","direct",1,0,"total organic matter",0,"SOC",15.14074074,19.40740741,1.654586912,2.120850151,1,1.35,1.35,10.22,13.1,NA,NA,NA,0,5,"surface",1,0,0,"Oxisols",0,0,0,1,0,0,"0-20",46.2,9.95,43.85,0.96,5.3,"CaCl2","spring",1,0,0,0,"Botucatu, SP",-22.8166667,-48.41666667,"soybean",0,1,0,0,0,2,"sunn hemp",0,1,0,0,0,0,0,1.893090315,0.684063495,1.20902682,NA,"spring","1","0",0,"0","0",1,3,4,"reduced or no-till",0,1,0,NA,NA,"gkg",0.248,28,0.0059711,"sorghum grew in all plots as a winter cover crop","",20.6,1283,"cc vs. fallow","surface","legume","legume","legume","legume",46.2,9.95,43.85,0.96,5.3,1,1.20902682,3,0,22
"162",189,239,"Roso",1007,"10.1111/sum.12309","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Brazil","direct",1,0,"total organic matter",0,"SOC",15.14074074,19.51111111,1.654586912,2.132182938,1,1.35,1.35,10.22,13.17,NA,NA,NA,0,5,"surface",1,0,0,"Oxisols",0,0,0,1,0,0,"0-20",46.2,9.95,43.85,0.96,5.3,"CaCl2","spring",1,0,0,0,"Botucatu, SP",-22.8166667,-48.41666667,"soybean",0,1,0,0,0,2,"cober crop",1,0,0,0,0,0,0,3.94777797,1.045740165,2.902037805,NA,"spring","1","0",0,"0","0",1,3,4,"reduced or no-till",0,1,0,NA,NA,"gkg",0.254,29,0.0059711,"sorghum grew in all plots as a winter cover crop","",20.6,1283,"cc vs. fallow","surface","legume","legume","grass","grass",46.2,9.95,43.85,0.96,5.3,1,2.902037805,3,0,22
"163",190,240,"Ruis17",1025,"10.1007/s12155-017-9858-z","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"North America",0,0,0,0,1,0,"USA","direct",1,0,"total organic matter",0,"SOC",26.9,27.3,2.939644016,2.983356195,1,NA,NA,NA,NA,NA,NA,NA,0,5,"surface",1,0,0,"Mollisols",0,0,1,0,0,0,NA,NA,NA,NA,2.36,NA,NA,"spring",1,0,0,0,"Rogers Memorial Farm",40.846,-96.472,"corn",1,0,0,0,0,1,"rye",1,0,0,0,0,0,0,NA,NA,0.22839,NA,"winter","0","0",0,"1","0",1,3,4,"reduced or no-till",0,1,NA,NA,50,"gkg",0.015,1,0.0059711,"early-terminated cover crop","rainfed site",10.3,784,"cc vs. fallow","surface","cereal","cereal","grass","grass",NA,NA,NA,2.36,NA,1,0.22839,3,NA,26
