"","X.1","X","StudyID","Obs.ID","DOI","DispersingAgent","DispersingAgent.SodiumHex","DispersingAgent.OtherSolution","DispersingAgent.GlassBeads","DispersingAgent.Sonication","DispersingAgent.Combo","FractionationMethod","FractionationMethod.Size","FractionationMethod.Density","FractionationMethod.SizeAndDensity","Continent","Continent.Africa","Continent.Asia","Continent.Australia","Continent.Europe","Continent.NorthAmerica","Continent.SouthAmerica","country","ResponseCalc","ResponseCalc.Direct","ResponseCalc.Indirect","rv.type","summed","rv","mean.control.in.g.kg.1","mean.treatment.in.g.kg.1","sd.control.in.g.kg..1","sd.treatment.in.g.kg.1","sd.imputed.in.g.kg.1","control.BD..Mg.m.3.","treat.BD..Mg.m.3.","mean.control.in.Mg.ha.1","mean.treatment.in.Mg.ha.1","sd.control.in.Mg.ha.1","sd.treatment.in.Mg.ha.1","sd.imputed.in.Mg.ha.1","depth.upper.limit..cm.","depth.lower.limit..cm.","depth.type","depth.surface","depth.subsoil","depth.deepsoil","soilorder","soilorder.Alfisols","soilorder.Inceptisols","soilorder.Mollisols","soilorder.Oxisols","soilorder.Spodosols","soilorder.Ultisols","Baseline.depth..cm.","Baseline...sand","Baseline...silt","Baseline...clay","Baseline.TOC..","Baseline.pH","pH.method","SoilCollectionSeason","SoilCollectionSeason.spring","SoilCollectionSeason.summer","SoilCollectionSeason.fall","SoilCollectionSeason.winter","location.name","lat.decimal","long.decimal","maincrop","maincrop.cereal","maincrop.legume","maincrop.cereallegume","maincrop.otherrowcrop","maincrop.perennial","number.of.crop.species.in.control","cover.crop.added","ccadded.grass","ccadded.legume","ccadded.grasslegume","ccadded.brassica","ccadded.grassbrassica","ccadded.legumebrassica","ccadded.grasslegumebrassica","total.C.inputs.cover.crops..Mg.ha.1.yr.1.","bg.C.inputs.cover.crops..Mg.ha.1.yr.1.","ag.C.inputs.cover.crops..Mg.ha.1.yr.1.","ag.C.inputs.fallow..Mg.ha.1.yr.1.","ccseason","ccseason.spring","ccseason.summer","ccseason.fall","ccseason.winter","ccseason.yearround","number.crop.species.added","duration..yr.","reps","tillage","tillage.conventional","tillage.reducednotill","N.fertilization.rate..kg.ha.1.yr.1.","N.type","residue.removal....","logRR.type","logRR","percent.change","var","Further.notes","Further.notes.2","Temp","Prec","comp","depth","maincrop.category","cropping.system","cover.crop.category","cover.crop","sand","silt","clay","toc","ph","species.added","ag.C.inputs","duration","nfert","StudyNum"
"448",492,699,"Grif",537,"10.1007/s00374-004-0725-7","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"North America",0,0,0,0,1,0,"USA","direct",1,0,"total organic matter",0,"SOC",19.1,19.2,2.087256532,2.098184577,1,NA,NA,NA,NA,NA,NA,NA,0,20,NA,0,0,0,"Spodosols",0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,"spring",1,0,0,0,"Orono",44.8898889,-68.70466667,"wheat, corn",1,0,0,0,0,2,"red clover",0,1,0,0,0,0,0,NA,NA,NA,NA,"summer","0","1",0,"0","0",1,4,10,"conventional",1,0,NA,"organic",NA,"gkg",0.005,1,0.0023884,"corn as entry crop","",6.2,1049,"cc vs. fallow",NA,"cereal","cereal","legume","legume",NA,NA,NA,NA,NA,1,NA,4,NA,46
"449",493,700,"Guim",556,"10.1016/j.still.2020.104863","other solution",0,1,0,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Brazil","direct",1,0,"total organic matter",0,"SOC",9.056091885,10.5957467,0.9896537665,1.157907933,1,1.3366693,1.3359134,24.21,28.31,NA,NA,NA,0,20,NA,0,0,0,"Inceptisols",0,1,0,0,0,0,"0-20",40.75,19.5,39.75,1.06,5.35,NA,"winter",0,0,0,1,"Lavras",-21.2393889,-44.96905556,"olive",0,0,0,0,1,1,"jack bean",0,1,0,0,0,0,0,NA,NA,NA,NA,"year-round","0","0",0,"0","1",1,3,3,NA,0,0,31.26,"inorganic",NA,"gkg",0.157,17,0.0079615,"","",20,1519,"cc vs. fallow",NA,"perennial","perennial","legume","legume",40.75,19.5,39.75,1.06,5.35,1,NA,3,31.26,21
"450",494,701,"Guim",557,"10.1016/j.still.2020.104863","other solution",0,1,0,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Brazil","direct",1,0,"total organic matter",0,"SOC",9.056091885,11.31914868,0.9896537665,1.236961624,1,1.3366693,1.325188,24.21,30,NA,NA,NA,0,20,NA,0,0,0,"Inceptisols",0,1,0,0,0,0,"0-20",40.75,19.5,39.75,1.06,5.35,NA,"winter",0,0,0,1,"Lavras",-21.2393889,-44.96905556,"olive",0,0,0,0,1,1,"pearl millet, brown hemp",0,0,1,0,0,0,0,NA,NA,NA,NA,"year-round","0","0",0,"0","1",2,3,3,NA,0,0,31.26,"inorganic",NA,"gkg",0.223,25,0.0079615,"","",20,1519,"cc vs. fallow",NA,"perennial","perennial","grass+legume","grass+legume",40.75,19.5,39.75,1.06,5.35,2,NA,3,31.26,21
"451",495,702,"Kois",683,"10.3390/agronomy10121977","glass beads",0,0,1,0,0,"size",1,0,0,"Europe",0,0,0,1,0,0,"Switzerland","direct",1,0,"total organic matter",0,"SOC",11.2,11.37,0.1558845727,0.467653718,NA,1.47,1.47,NA,NA,NA,NA,NA,0,20,NA,0,0,0,"Inceptisols",0,1,0,0,0,0,"0-20",47.5,38.2,14.3,1.22,7.2,NA,"fall",0,0,1,0,"Swiss Research Station Agroscope in Changins",46.3988056,6.2402,"wheat,barley,spring oat,rapeseed,maize",1,0,0,0,0,5,"mustard",0,0,0,1,0,0,0,NA,NA,0.5140715,NA,"winter","0","0",0,"1","0",1,36,4,"conventional",1,0,100,"inorganic",NA,"gkg",0.015,2,0.0004714,"this study also reports C concentrations of fine and coarse sand","",9.1,1038,"cc vs. fallow",NA,"cereal","cereal","brassica","brassica",47.5,38.2,14.3,1.22,7.2,1,0.5140715,36,100,44
"452",496,703,"Kois",684,"10.3390/agronomy10121977","glass beads",0,0,1,0,0,"size",1,0,0,"Europe",0,0,0,1,0,0,"Switzerland","direct",1,0,"total organic matter",0,"SOC",11.201,11.371,1.224015343,1.242600453,1,1.47,1.47,32.93,33.43,NA,NA,NA,0,20,NA,0,0,0,"Inceptisols",0,1,0,0,0,0,"0-20",47.5,38.2,14.3,1.22,7.2,NA,"fall",0,0,1,0,"Swiss Research Station Agroscope in Changins",46.3988056,6.2402,"wheat,barley,spring oat,rapeseed,maize",1,0,0,0,0,5,"mustard",0,0,0,1,0,0,0,NA,NA,0.5140715,NA,"winter","0","0",0,"1","0",1,36,4,"conventional",1,0,100,"inorganic",NA,"gkg",0.015,2,0.0059711,"this study also reports C concentrations of fine and coarse sand","",9.1,1038,"cc vs. fallow",NA,"cereal","cereal","brassica","brassica",47.5,38.2,14.3,1.22,7.2,1,0.5140715,36,100,44
"453",497,704,"Land",731,"10.3232/SJSS.2020.V10.N2.03","glass beads",0,0,1,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Argentina","direct",1,0,"total organic matter",0,"SOC",15.9,18.3,1.737559103,1.999832175,1,NA,NA,NA,NA,NA,NA,NA,0,20,NA,0,0,0,"Mollisols",0,0,1,0,0,0,NA,NA,NA,NA,1.89,6.4,NA,"fall",0,0,1,0,"Marcos Juarez INTA Experimental Station",-32.7124028,-61.09613056,"soybean,corn",0,0,1,0,0,2,"common vetch",0,1,0,0,0,0,0,NA,NA,1.702035,NA,"winter","0","0",0,"1","0",1,9,3,"reduced or no-till",0,1,0,NA,NA,"gkg",0.141,15,0.0079615,"","",17.1,963,"cc vs. fallow",NA,"cereal+legume","cereal+legume","legume","legume",NA,NA,NA,1.89,6.4,1,1.702035,9,0,32
"454",498,705,"Land",732,"10.3232/SJSS.2020.V10.N2.03","glass beads",0,0,1,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Argentina","direct",1,0,"total organic matter",0,"SOC",15.9,18.1,1.737559103,1.977976085,1,NA,NA,NA,NA,NA,NA,NA,0,20,NA,0,0,0,"Mollisols",0,0,1,0,0,0,NA,NA,NA,NA,1.89,6.4,NA,"fall",0,0,1,0,"Marcos Juarez INTA Experimental Station",-32.7124028,-61.09613056,"soybean,corn",0,0,1,0,0,2,"hairy vetch",0,1,0,0,0,0,0,NA,NA,2.6006233,NA,"winter","0","0",0,"1","0",1,9,3,"reduced or no-till",0,1,0,NA,NA,"gkg",0.13,14,0.0079615,"","",17.1,963,"cc vs. fallow",NA,"cereal+legume","cereal+legume","legume","legume",NA,NA,NA,1.89,6.4,1,2.6006233,9,0,32
"455",499,706,"Land",733,"10.3232/SJSS.2020.V10.N2.03","glass beads",0,0,1,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Argentina","direct",1,0,"total organic matter",0,"SOC",15.9,17.2,1.737559103,1.879623683,1,NA,NA,NA,NA,NA,NA,NA,0,20,NA,0,0,0,"Mollisols",0,0,1,0,0,0,NA,NA,NA,NA,1.89,6.4,NA,"fall",0,0,1,0,"Marcos Juarez INTA Experimental Station",-32.7124028,-61.09613056,"soybean,corn",0,0,1,0,0,2,"hairy vetch,triticale",0,0,1,0,0,0,0,NA,NA,3.2800798,NA,"winter","0","0",0,"1","0",2,9,3,"reduced or no-till",0,1,0,NA,NA,"gkg",0.079,8,0.0079615,"","",17.1,963,"cc vs. fallow",NA,"cereal+legume","cereal+legume","grass+legume","grass+legume",NA,NA,NA,1.89,6.4,2,3.2800798,9,0,32
"456",500,707,"Land",734,"10.3232/SJSS.2020.V10.N2.03","glass beads",0,0,1,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Argentina","direct",1,0,"total organic matter",0,"SOC",15.9,17.6,1.737559103,1.923335862,1,NA,NA,NA,NA,NA,NA,NA,0,20,NA,0,0,0,"Mollisols",0,0,1,0,0,0,NA,NA,NA,NA,1.89,6.4,NA,"fall",0,0,1,0,"Marcos Juarez INTA Experimental Station",-32.7124028,-61.09613056,"soybean,corn",0,0,1,0,0,2,"triticale",1,0,0,0,0,0,0,NA,NA,3.6585034,NA,"winter","0","0",0,"1","0",1,9,3,"reduced or no-till",0,1,0,NA,NA,"gkg",0.102,11,0.0079615,"","",17.1,963,"cc vs. fallow",NA,"cereal+legume","cereal+legume","grass","grass",NA,NA,NA,1.89,6.4,1,3.6585034,9,0,32
"457",501,708,"Land",735,"10.3232/SJSS.2020.V10.N2.03","glass beads",0,0,1,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Argentina","direct",1,0,"total organic matter",0,"SOC",15.9,18.1,1.737559103,1.977976085,1,NA,NA,NA,NA,NA,NA,NA,0,20,NA,0,0,0,"Mollisols",0,0,1,0,0,0,NA,NA,NA,NA,1.89,6.4,NA,"fall",0,0,1,0,"Marcos Juarez INTA Experimental Station",-32.7124028,-61.09613056,"soybean,corn",0,0,1,0,0,2,"rye",1,0,0,0,0,0,0,NA,NA,3.1837546,NA,"winter","0","0",0,"1","0",1,9,3,"reduced or no-till",0,1,0,NA,NA,"gkg",0.13,14,0.0079615,"","",17.1,963,"cc vs. fallow",NA,"cereal+legume","cereal+legume","grass","grass",NA,NA,NA,1.89,6.4,1,3.1837546,9,0,32
"458",502,709,"Mart",775,"10.1111/sum.12547","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Argentina","direct",1,0,"total organic matter",0,"SOC",14.58948872,15.83574323,1.594345845,1.730537094,1,1.33,1.33,38.80804,42.123077,NA,NA,NA,0,20,NA,0,0,0,"Mollisols",0,0,1,0,0,0,"0-20",NA,NA,NA,1.52,5.8,"water","fall",0,0,1,0,"Santa Fe",-33.25,-61.55,"soybean",0,1,0,0,0,1,"triticale",1,0,0,0,0,0,0,4.175,NA,NA,NA,"winter","0","0",0,"1","0",1,4,3,"reduced or no-till",0,1,0,NA,NA,"gkg",0.082,9,0.0079615,"","",16.5,885,"cc vs. fallow",NA,"legume","legume","grass","grass",NA,NA,NA,1.52,5.8,1,NA,4,0,10
"459",503,710,"Mart",776,"10.1111/sum.12547","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Argentina","direct",1,0,"total organic matter",0,"SOC",28.38704331,28.76249606,3.102148773,3.143178418,1,1.27,1.27,72.10309,73.05674,NA,NA,NA,0,20,NA,0,0,0,"Mollisols",0,0,1,0,0,0,"0-20",NA,NA,NA,2.67,5.4,"water","fall",0,0,1,0,"Balcarce",-37.75,-58.3,"soybean",0,1,0,0,0,1,"oats",1,0,0,0,0,0,0,1.95,NA,NA,NA,"winter","0","0",0,"1","0",1,4,3,"reduced or no-till",0,1,0,NA,NA,"gkg",0.013,1,0.0079615,"","",14,827,"cc vs. fallow",NA,"legume","legume","grass","grass",NA,NA,NA,2.67,5.4,1,NA,4,0,10
"460",504,711,"Muku",819,"10.1080/00380768.2016.1206833","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"Africa",1,0,0,0,0,0,"South Africa","direct",1,0,"total organic matter",0,"SOC",9.6,9.9,1.049092288,1.081876422,1,1.63,1.63,NA,NA,NA,NA,NA,0,20,NA,0,0,0,"Inceptisols",0,1,0,0,0,0,NA,64.2,16,19.8,0.84,6.2,NA,"spring",1,0,0,0,"University of Fort Hare Research Farm",-32.7975,27.84861111,"corn",1,0,0,0,0,1,"oats",1,0,0,0,0,0,0,NA,NA,2.52,1.29,"winter","0","0",0,"1","0",1,3,3,"reduced or no-till",0,1,60,"inorganic",NA,"gkg",0.031,3,0.0079615,"","",17.9,778,"cc vs. fallow",NA,"cereal","cereal","grass","grass",64.2,16,19.8,0.84,6.2,1,2.52,3,60,25
"461",505,712,"Muku",820,"10.1080/00380768.2016.1206833","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"Africa",1,0,0,0,0,0,"South Africa","direct",1,0,"total organic matter",0,"SOC",9.6,10.5,1.049092288,1.14744469,1,1.63,1.63,NA,NA,NA,NA,NA,0,20,NA,0,0,0,"Inceptisols",0,1,0,0,0,0,NA,64.2,16,19.8,0.84,6.2,NA,"spring",1,0,0,0,"University of Fort Hare Research Farm",-32.7975,27.84861111,"corn",1,0,0,0,0,1,"oats,vetch",0,0,1,0,0,0,0,NA,NA,3.046,1.29,"winter","0","0",0,"1","0",2,3,3,"reduced or no-till",0,1,60,"inorganic",NA,"gkg",0.09,9,0.0079615,"90% oats, 10% vetch","",17.9,778,"cc vs. fallow",NA,"cereal","cereal","grass+legume","grass+legume",64.2,16,19.8,0.84,6.2,2,3.046,3,60,25
"462",506,713,"Muku",821,"10.1080/00380768.2016.1206833","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"Africa",1,0,0,0,0,0,"South Africa","direct",1,0,"total organic matter",0,"SOC",9.6,11,1.049092288,1.202084914,1,1.63,1.63,NA,NA,NA,NA,NA,0,20,NA,0,0,0,"Inceptisols",0,1,0,0,0,0,NA,64.2,16,19.8,0.84,6.2,NA,"spring",1,0,0,0,"University of Fort Hare Research Farm",-32.7975,27.84861111,"corn",1,0,0,0,0,1,"oats,vetch",0,0,1,0,0,0,0,NA,NA,3.006,1.29,"winter","0","0",0,"1","0",2,3,3,"reduced or no-till",0,1,60,"inorganic",NA,"gkg",0.136,15,0.0079615,"70% oats, 30% vetch","",17.9,778,"cc vs. fallow",NA,"cereal","cereal","grass+legume","grass+legume",64.2,16,19.8,0.84,6.2,2,3.006,3,60,25
"463",507,714,"Muku",822,"10.1080/00380768.2016.1206833","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"Africa",1,0,0,0,0,0,"South Africa","direct",1,0,"total organic matter",0,"SOC",9.6,10.9,1.049092288,1.191156869,1,1.63,1.63,NA,NA,NA,NA,NA,0,20,NA,0,0,0,"Inceptisols",0,1,0,0,0,0,NA,64.2,16,19.8,0.84,6.2,NA,"spring",1,0,0,0,"University of Fort Hare Research Farm",-32.7975,27.84861111,"corn",1,0,0,0,0,1,"oats,vetch",0,0,1,0,0,0,0,NA,NA,2.577,1.29,"winter","0","0",0,"1","0",2,3,3,"reduced or no-till",0,1,60,"inorganic",NA,"gkg",0.127,14,0.0079615,"50% oats, 50% vetch","",17.9,778,"cc vs. fallow",NA,"cereal","cereal","grass+legume","grass+legume",64.2,16,19.8,0.84,6.2,2,2.577,3,60,25
"464",508,715,"Muku",823,"10.1080/00380768.2016.1206833","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"Africa",1,0,0,0,0,0,"South Africa","direct",1,0,"total organic matter",0,"SOC",9.6,11.4,1.049092288,1.245797092,1,1.63,1.63,NA,NA,NA,NA,NA,0,20,NA,0,0,0,"Inceptisols",0,1,0,0,0,0,NA,64.2,16,19.8,0.84,6.2,NA,"spring",1,0,0,0,"University of Fort Hare Research Farm",-32.7975,27.84861111,"corn",1,0,0,0,0,1,"vetch",0,1,0,0,0,0,0,NA,NA,2.689,1.29,"winter","0","0",0,"1","0",1,3,3,"reduced or no-till",0,1,60,"inorganic",NA,"gkg",0.172,19,0.0079615,"","",17.9,778,"cc vs. fallow",NA,"cereal","cereal","legume","legume",64.2,16,19.8,0.84,6.2,1,2.689,3,60,25
"465",509,716,"Nasc",909,"10.1016/j.still.2013.02.008","other solution",0,1,0,0,0,"density",0,1,0,"South America",0,0,0,0,0,1,"Brazil","direct",1,0,"total organic matter",0,"SOC",17.5,17.8,1.912407817,1.945191951,1,NA,NA,NA,NA,NA,NA,NA,0,20,NA,0,0,0,NA,0,0,0,0,0,0,"0-20",NA,NA,NA,1.04,6.25,"water","fall",0,0,1,0,"Santo Antonio de Goias",-16.45,-49.28333333,"rice",1,0,0,0,0,1,"Panicum maximum",1,0,0,0,0,0,0,NA,NA,NA,NA,"year-round","0","0",0,"0","1",1,2,3,"reduced or no-till",0,1,55,"organic",NA,"gkg",0.017,2,0.0079615,"","",22.8,1442,"cc vs. fallow",NA,"cereal","cereal","grass","grass",NA,NA,NA,1.04,6.25,1,NA,2,55,11
"466",510,717,"Nasc",910,"10.1016/j.still.2013.02.008","other solution",0,1,0,0,0,"density",0,1,0,"South America",0,0,0,0,0,1,"Brazil","direct",1,0,"total organic matter",0,"SOC",17.5,18.4,1.912407817,2.010760219,1,NA,NA,NA,NA,NA,NA,NA,0,20,NA,0,0,0,NA,0,0,0,0,0,0,"0-20",NA,NA,NA,1.04,6.25,"water","fall",0,0,1,0,"Santo Antonio de Goias",-16.45,-49.28333333,"rice",1,0,0,0,0,1,"Brachiaria ruziziensis",1,0,0,0,0,0,0,NA,NA,NA,NA,"year-round","0","0",0,"0","1",1,2,3,"reduced or no-till",0,1,55,"organic",NA,"gkg",0.05,5,0.0079615,"","",22.8,1442,"cc vs. fallow",NA,"cereal","cereal","grass","grass",NA,NA,NA,1.04,6.25,1,NA,2,55,11
"467",511,718,"Nasc",911,"10.1016/j.still.2013.02.008","other solution",0,1,0,0,0,"density",0,1,0,"South America",0,0,0,0,0,1,"Brazil","direct",1,0,"total organic matter",0,"SOC",17.5,17.8,1.912407817,1.945191951,1,NA,NA,NA,NA,NA,NA,NA,0,20,NA,0,0,0,NA,0,0,0,0,0,0,"0-20",NA,NA,NA,1.04,6.25,"water","fall",0,0,1,0,"Santo Antonio de Goias",-16.45,-49.28333333,"rice",1,0,0,0,0,1,"Brachiaria brizantha",1,0,0,0,0,0,0,NA,NA,NA,NA,"year-round","0","0",0,"0","1",1,2,3,"reduced or no-till",0,1,55,"organic",NA,"gkg",0.017,2,0.0079615,"","",22.8,1442,"cc vs. fallow",NA,"cereal","cereal","grass","grass",NA,NA,NA,1.04,6.25,1,NA,2,55,11
"468",512,719,"Nasc",912,"10.1016/j.still.2013.02.008","other solution",0,1,0,0,0,"density",0,1,0,"South America",0,0,0,0,0,1,"Brazil","direct",1,0,"total organic matter",0,"SOC",17.5,19.4,1.912407817,2.120040666,1,NA,NA,NA,NA,NA,NA,NA,0,20,NA,0,0,0,NA,0,0,0,0,0,0,"0-20",NA,NA,NA,1.04,6.25,"water","fall",0,0,1,0,"Santo Antonio de Goias",-16.45,-49.28333333,"rice",1,0,0,0,0,1,"millet",1,0,0,0,0,0,0,NA,NA,NA,NA,"year-round","0","0",0,"0","1",1,2,3,"reduced or no-till",0,1,55,"organic",NA,"gkg",0.103,11,0.0079615,"","",22.8,1442,"cc vs. fallow",NA,"cereal","cereal","grass","grass",NA,NA,NA,1.04,6.25,1,NA,2,55,11
"469",513,720,"Nasc",913,"10.1016/j.still.2013.02.008","other solution",0,1,0,0,0,"density",0,1,0,"South America",0,0,0,0,0,1,"Brazil","direct",1,0,"total organic matter",0,"SOC",17.9,17.9,1.956119996,1.956119996,1,NA,NA,NA,NA,NA,NA,NA,0,20,NA,0,0,0,NA,0,0,0,0,0,0,"0-20",NA,NA,NA,1.04,6.25,"water","fall",0,0,1,0,"Santo Antonio de Goias",-16.45,-49.28333333,"rice",1,0,0,0,0,1,"Brachiaria brizantha",1,0,0,0,0,0,0,NA,NA,NA,NA,"year-round","0","0",0,"0","1",1,2,3,"conventional",1,0,55,"organic",NA,"gkg",0,0,0.0079615,"","",22.8,1442,"cc vs. fallow",NA,"cereal","cereal","grass","grass",NA,NA,NA,1.04,6.25,1,NA,2,55,11
"470",514,721,"Snap",1097,"10.1016/j.still.2018.02.018","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"North America",0,0,0,0,1,0,"USA","direct",1,0,"total organic matter",0,"SOC",748.7646319,765.7065644,81.82533345,83.6767554,1,1.63,1.63,2440.9727,2496.2034,NA,NA,NA,0,20,NA,0,0,0,"Alfisols",1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"spring",1,0,0,0,"Kellogg Biological Station",42.4,-85.4,"corn,soybean",0,0,1,0,0,2,"rye",1,0,0,0,0,0,0,0.7166666637,0.2661111108,0.4505555529,NA,"winter","0","0",0,"1","0",1,8,4,"conventional",1,0,0,NA,NA,"gkg",0.022,2,0.0059711,"","",8.7,912,"cc vs. fallow",NA,"cereal+legume","cereal+legume","grass","grass",NA,NA,NA,NA,NA,1,0.4505555529,8,0,47
"471",515,722,"Snap",1098,"10.1016/j.still.2018.02.018","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"North America",0,0,0,0,1,0,"USA","direct",1,0,"total organic matter",0,"SOC",708.5638037,733.2947239,77.43216898,80.13477499,1,1.63,1.63,2309.918,2390.5408,NA,NA,NA,0,20,NA,0,0,0,"Alfisols",1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"spring",1,0,0,0,"Kellogg Biological Station",42.4,-85.4,"corn,soybean",0,0,1,0,0,2,"rye",1,0,0,0,0,0,0,0.7166666637,0.2661111108,0.4505555529,NA,"winter","0","0",0,"1","0",1,8,4,"conventional",1,0,101,NA,NA,"gkg",0.034,3,0.0059711,"","",8.7,912,"cc vs. fallow",NA,"cereal+legume","cereal+legume","grass","grass",NA,NA,NA,NA,NA,1,0.4505555529,8,101,47
"472",516,723,"Snap",1099,"10.1016/j.still.2018.02.018","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"North America",0,0,0,0,1,0,"USA","direct",1,0,"total organic matter",0,"SOC",673.0473926,679.0927301,73.55091972,74.21155689,1,1.63,1.63,2194.1345,2213.8423,NA,NA,NA,0,20,NA,0,0,0,"Alfisols",1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"spring",1,0,0,0,"Kellogg Biological Station",42.4,-85.4,"corn,soybean",0,0,1,0,0,2,"rye",1,0,0,0,0,0,0,0.7166666637,0.2661111108,0.4505555529,NA,"winter","0","0",0,"1","0",1,8,4,"conventional",1,0,202,NA,NA,"gkg",0.009,1,0.0059711,"","",8.7,912,"cc vs. fallow",NA,"cereal+legume","cereal+legume","grass","grass",NA,NA,NA,NA,NA,1,0.4505555529,8,202,47
"477",525,738,"Kaue",678,"10.3390/agriculture11090903","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"Europe",0,0,0,1,0,0,"Estonia","direct",1,0,"total organic matter",0,"SOC",16.1,16.2,1.759415192,1.770343237,1,NA,NA,NA,NA,NA,NA,NA,0,25,NA,0,0,0,"Alfisols",1,0,0,0,0,0,NA,56.5,34,9.5,1.38,6,"KCl","spring",1,0,0,0,"Estonian University of Life Sciences",58.3645556,26.66591667,"winter wheat,pea,potato,barley,red clover",0,0,1,0,0,5,"winter oilseed turnip,winter rye,red clover",0,0,0,0,0,0,1,NA,NA,0.68,0.22,"winter","0","0",0,"1","0",3,5,4,NA,0,0,0,NA,NA,"gkg",0.006,1,0.0059711,"","",5.1,604,"cc vs. fallow",NA,"cereal+legume","cereal+legume","grass+legume+brassica","grass+legume+brassica",56.5,34,9.5,1.38,6,3,0.68,5,0,48
"478",526,739,"Kaue",679,"10.3390/agriculture11090903","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"Europe",0,0,0,1,0,0,"Estonia","direct",1,0,"total organic matter",0,"SOC",14.7,15,1.606422566,1.639206701,1,NA,NA,NA,NA,NA,NA,NA,0,25,NA,0,0,0,"Alfisols",1,0,0,0,0,0,NA,56.5,34,9.5,1.38,6,"KCl","spring",1,0,0,0,"Estonian University of Life Sciences",58.3645556,26.66591667,"winter wheat,pea,potato,barley,red clover",0,0,1,0,0,5,"winter oilseed turnip,winter rye,red clover",0,0,0,0,0,0,1,NA,NA,0.68,0.22,"winter","0","0",0,"1","0",3,10,4,NA,0,0,0,NA,NA,"gkg",0.02,2,0.0059711,"","",5.1,604,"cc vs. fallow",NA,"cereal+legume","cereal+legume","grass+legume+brassica","grass+legume+brassica",56.5,34,9.5,1.38,6,3,0.68,10,0,48
"479",527,740,"Kaue",680,"10.3390/agriculture11090903","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"Europe",0,0,0,1,0,0,"Estonia","direct",1,0,"total organic matter",0,"SOC",NA,NA,NA,NA,NA,NA,NA,56.9,57.1,7.022984977,7.047670337,1,0,25,NA,0,0,0,"Alfisols",1,0,0,0,0,0,NA,56.5,34,9.5,1.38,6,"KCl","spring",1,0,0,0,"Estonian University of Life Sciences",58.3645556,26.66591667,"winter wheat,pea,potato,barley,red clover",0,0,1,0,0,5,"winter oilseed turnip,winter rye,red clover",0,0,0,0,0,0,1,NA,NA,0.68,0.22,"winter","0","0",0,"1","0",3,5,4,NA,0,0,0,NA,NA,"mgha",0.004,0,0.0076171,"","",5.1,604,"cc vs. fallow",NA,"cereal+legume","cereal+legume","grass+legume+brassica","grass+legume+brassica",56.5,34,9.5,1.38,6,3,0.68,5,0,48
"480",528,741,"Kaue",681,"10.3390/agriculture11090903","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"Europe",0,0,0,1,0,0,"Estonia","direct",1,0,"total organic matter",0,"SOC",NA,NA,NA,NA,NA,NA,NA,52.7,53.7,6.504592413,6.628019214,1,0,25,NA,0,0,0,"Alfisols",1,0,0,0,0,0,NA,56.5,34,9.5,1.38,6,"KCl","spring",1,0,0,0,"Estonian University of Life Sciences",58.3645556,26.66591667,"winter wheat,pea,potato,barley,red clover",0,0,1,0,0,5,"winter oilseed turnip,winter rye,red clover",0,0,0,0,0,0,1,NA,NA,0.68,0.22,"winter","0","0",0,"1","0",3,10,4,NA,0,0,0,NA,NA,"mgha",0.019,2,0.0076171,"","",5.1,604,"cc vs. fallow",NA,"cereal+legume","cereal+legume","grass+legume+brassica","grass+legume+brassica",56.5,34,9.5,1.38,6,3,0.68,10,0,48
